id	c0r1	c0r2	c0r3	c0r4	c1r1	c1r2	c1r3	c1r4	i	i	i	i	i	i	i	i
169	5.461409	17.366064	5.587626	3.369341	3.384454	24.40169	4.452213	5.719039	7.087645	9.338246	4.74298	5.173349	10.78311	10.14668	4.044122	5.42283
170	15.23697	7.03619	17.563358	12.907845	17.090385	17.228111	15.28968	4.333332	13.335908	13.575445	2.540022	3.456792	7.713221	9.615904	12.92636	11.948985
171	22.998753	37.607262	26.582771	28.581581	34.62933	26.663456	28.020943	30.916906	29.859283	22.465801	28.293547	27.891317	32.870422	26.604633	35.570946	28.483334
172	3.243884	2.880327	2.929127	2.672104	2.185356	2.806027	2.607611	2.818279	2.831416	2.674615	2.543457	2.542137	3.020413	2.059382	2.354165	3.014569
173	24.621798	24.06526	23.13166	23.162283	23.777058	24.661613	24.7115	20.690958	22.100431	23.825718	24.267082	20.732452	24.715952	24.496376	24.660404	21.769144
174	9.041417	10.153599	7.672959	7.866082	7.776715	8.353465	6.707473	8.686535	10.690195	12.003618	6.867986	7.39318	9.431059	11.555629	7.933887	7.359593
175	9.164775	10.368669	3.953121	4.355087	10.081671	11.482574	6.753274	7.084505	8.166267	4.752895	11.996243	8.57276	8.528271	6.719586	13.758494	9.185969
176	11.61832	13.07465	10.627461	14.087626	12.294911	11.921288	10.962616	15.488475	15.006614	10.771073	12.488251	15.071377	14.575811	11.166088	11.561263	11.94536
177	0.023974	0.017647	0.008047	0.02029	0.012963	0.022794	0.010709	0.021004	0.010719	0.022533	0.023697	0.021959	0.02048	0.018461	0.022205	0.022208
178	0.082903	0.081595	0.093602	0.087101	0.091642	0.08612	0.083359	0.088786	0.091223	0.090231	0.089613	0.087032	0.085466	0.088138	0.089143	0.084503
179	35.146473	36.741058	34.025379	32.698235	34.273323	32.340012	37.807499	35.627613	37.72263	35.428219	35.09951	37.788826	38.044666	38.291233	36.647415	35.78154
180	41.114754	32.403053	45.856804	38.067085	36.538597	48.890583	39.807133	27.953671	35.150768	37.366112	28.658127	44.47863	30.934759	37.536686	38.773994	39.151379
181	4.049208	3.918588	3.213283	1.794235	4.030007	5.147069	3.363902	2.174359	4.292279	3.836852	5.394899	4.859993	3.018871	1.369085	2.854828	7.614765
182	15.149132	11.66252	4.835358	14.567411	15.649093	11.689466	14.284677	9.292139	9.702774	22.637758	17.784353	16.418501	7.606127	18.101242	11.348432	10.505385
183	2.005293	0.914897	1.691923	1.79338	1.103606	2.118586	0.856475	1.805885	1.837219	1.365574	1.862213	0.931078	0.529467	1.334068	1.158122	0.823886
184	15.492823	12.835546	9.925328	11.392043	11.363477	12.384343	11.328303	11.722039	10.602333	10.086679	12.187211	15.426811	12.104348	9.754984	9.908954	14.929479
185	8.372414	8.415329	11.542169	8.152546	12.359548	9.21678	10.26219	8.749318	10.60825	9.741593	11.021712	13.771951	8.766298	8.244098	8.956765	9.744531
186	0.551427	0.58146	0.571332	0.578624	0.555975	0.569184	0.55509	0.560609	0.575787	0.557932	0.573701	0.571866	0.573251	0.552541	0.554094	0.5591
187	25.53841	19.925631	19.127449	7.478322	20.320391	18.978621	21.237366	19.083071	20.236835	18.120293	20.870567	17.048813	15.824879	13.598679	22.681665	31.9044
188	3.104987	3.068002	2.99693	3.165158	3.011132	3.210252	2.993999	3.172045	3.174987	3.221159	3.150757	3.338897	3.035846	3.255111	3.082716	3.086376
189	24.691772	24.750597	24.656902	24.678049	24.727192	24.846359	24.684372	24.388649	24.349916	24.685402	25.109856	24.784624	24.726168	24.899601	24.944498	24.702341
190	66.416962	57.665684	66.40126	56.043846	66.449951	57.652145	66.429565	61.879349	65.726128	66.44973	64.565125	53.603664	53.138798	64.902702	66.108315	52.050232
191	5.363198	6.091799	7.570101	7.030492	5.631687	7.594133	4.837986	7.457563	7.340475	8.249245	7.528476	5.476337	6.473787	7.214804	6.55156	4.600593
192	36.959328	41.689789	41.330116	40.12014	37.702633	42.550568	39.199215	33.219486	34.885746	36.128777	36.137238	37.138783	36.459946	37.039268	41.61491	37.854496
193	16.852423	22.610615	32.101761	37.356613	29.271246	28.116356	23.555929	26.505939	25.798132	29.406586	24.798363	22.617613	26.22715	27.762152	20.531637	36.954449
194	20.85458	33.338802	32.437801	19.26515	43.198086	23.064474	22.696632	28.342676	10.506042	37.706573	24.225716	21.2983	31.89147	27.861475	26.939346	12.888901
195	5.239885	5.258683	5.153456	5.021423	5.254752	4.98625	5.075366	5.528674	4.97101	5.677925	5.718653	4.987413	6.290314	5.067723	5.474242	5.748025
196	4.397386	2.563268	3.92981	3.532713	3.215327	3.245611	3.28716	3.704517	3.604041	2.216084	3.999685	3.190293	3.617086	3.040179	4.561716	2.729893
197	13.230526	13.045679	16.292746	15.703258	12.414276	14.680338	11.386142	15.280656	12.776363	13.149474	13.25965	12.315968	13.44168	12.749538	14.117921	12.69664
198	12.251516	7.679388	14.990832	9.224191	13.404777	8.588041	10.656468	15.195702	15.040798	6.853817	7.205408	15.070818	15.115326	7.38338	12.709059	9.721499
199	0.373819	0.755577	0.393384	0.439623	0.636818	0.427368	0.526207	0.539288	0.376943	0.375593	0.583184	0.481084	0.574483	0.373845	0.39746	0.374566
200	13.002265	10.726153	5.336323	10.224923	8.897067	10.45523	5.65682	13.205445	8.224676	13.41684	8.921568	13.411713	12.474551	5.485003	14.977766	7.157886
201	13.242427	15.340634	14.240886	15.849889	13.276423	15.809277	13.373851	14.335077	16.159044	12.939586	12.523005	15.461937	15.220112	13.363813	16.103294	12.657214
202	1.554245	3.761093	1.42481	1.429803	3.589952	3.708335	1.918874	2.599599	1.942905	2.473743	4.045947	3.85413	1.864749	3.781889	2.131313	1.41579
203	12.35216	18.981812	18.69418	13.644231	22.326202	14.646392	10.413291	20.252705	20.413754	18.725183	15.07427	11.726438	17.093771	12.916156	16.905767	11.165439
204	1.552973	1.623675	1.638208	1.536534	1.821825	1.543938	1.183084	1.232817	1.379628	1.561258	1.58326	1.413018	1.613658	1.142069	1.443906	1.31462
205	3.068316	4.098349	6.26694	3.402712	3.897788	3.844282	5.302982	3.031373	5.321114	3.071561	3.865546	4.381471	4.30846	4.140777	4.860462	5.061357
206	4.116271	12.881647	15.054298	6.023295	0.687094	2.40245	10.105981	10.009823	5.409158	13.040286	11.85269	14.513268	12.968936	11.41826	13.156674	12.839205
207	10.775935	10.407866	11.509117	9.861326	10.314145	10.435623	10.690749	11.221137	10.496463	11.553679	12.438002	12.210535	10.485865	10.696288	12.332034	9.544036
208	11.4396	15.648609	11.385619	14.253735	13.758188	9.088756	11.26614	12.394553	10.724841	12.216137	10.578485	13.5033	11.114088	12.002179	16.363844	14.468409
209	23.427834	22.044432	13.239298	16.068756	18.620268	20.173824	21.992449	24.661076	29.055222	30.400312	24.316397	23.400232	21.702751	26.555183	23.057747	29.927013
210	3.394935	3.948745	3.987895	2.822948	3.801007	3.767071	3.591859	2.860111	4.204006	3.770398	3.536859	3.382736	3.396647	3.065027	2.980446	4.084827
211	0.763577	6.433438	3.388053	3.416458	4.070562	3.365715	4.178828	2.243748	6.932346	1.658308	6.224856	1.88859	0.96304	2.261259	6.831555	2.856061
212	0.009683	0.008705	0.008782	0.008795	0.009289	0.008162	0.009307	0.008679	0.009375	0.008036	0.009328	0.008214	0.00784	0.008103	0.00885	0.008221
213	10.183674	9.796997	12.725905	8.647627	10.826346	9.166383	10.110706	14.615864	13.265076	8.401759	10.049487	11.597759	11.349058	9.768729	9.426975	11.645761
214	4.306204	3.889159	5.579993	5.957425	9.587714	6.875228	6.416695	6.840193	6.893648	5.810646	7.813101	7.151481	5.661173	4.418208	6.95729	5.702465
215	2.737388	7.17397	9.5048	6.602331	6.447031	3.881653	6.715852	5.684488	8.658973	8.7783	5.450445	7.509689	8.941309	9.065385	8.078481	5.079113
216	0.730487	16.893518	2.708631	3.516166	7.889518	15.194909	5.423608	2.146416	27.599104	1.665383	7.794807	6.944157	19.829805	9.686719	0.670373	10.471208
217	55.313744	35.984051	65.754547	65.524399	45.534176	52.156315	37.353195	37.447407	13.657042	23.546322	42.056549	33.307968	42.036995	54.121204	38.845711	46.10125
218	17.303278	14.892218	10.214018	9.930538	17.347847	16.886072	22.030371	11.977949	17.487537	15.801309	9.402993	17.338079	11.498128	21.942507	24.182556	12.968401
219	1.11036	0.863656	1.088884	0.974994	1.056506	0.842929	0.869915	1.180198	0.994402	0.954924	0.786325	0.812478	0.820194	0.874	0.763862	0.787522
220	10.792653	8.687125	10.774064	11.637799	10.49176	10.80384	8.434674	8.666937	12.04206	11.774684	9.06164	9.786213	10.229697	11.975249	11.694869	11.182387
221	14.597565	17.902296	19.981865	16.596704	14.650642	12.246023	18.469881	17.932493	16.030087	16.198843	16.222649	15.149231	13.082832	14.744097	14.633411	12.338297
222	13.265327	8.57739	12.554516	13.345133	11.970448	12.280169	12.479226	11.701221	12.773172	11.668996	10.771832	13.18904	11.593519	12.415235	13.207135	11.040552
223	3.398244	3.568324	3.104383	3.011762	2.740646	3.351356	1.9645	2.576899	2.73298	4.100181	2.549455	2.044949	3.100084	3.148675	3.337513	1.973689
224	3.388116	2.101295	9.035175	7.595799	9.956753	6.163528	8.22052	4.188381	4.167111	14.228874	12.374172	2.592549	6.5934	11.329997	9.70107	6.86241
225	25.382364	24.506269	25.45488	30.045937	27.516834	24.017139	27.281349	22.079803	29.751719	24.02215	21.64571	24.318203	28.019411	24.323053	22.522518	24.535194
226	0.287446	0.299755	0.252825	0.372607	0.311341	0.313366	0.265596	0.25457	0.227411	0.252393	0.235367	0.273026	0.35735	0.272787	0.257169	0.294562
227	8.302106	4.865444	6.799287	7.649165	8.045345	7.352523	7.502171	6.652661	8.627718	9.486712	7.098276	3.900786	10.134193	6.131419	9.404104	3.283015
228	14.845888	10.658056	25.49951	19.308931	17.331518	20.238899	16.30278	7.916467	14.404568	18.52619	12.322927	23.059076	16.457458	6.560029	23.266798	13.303573
229	8.13788	8.324356	10.845545	6.847708	9.785405	8.543564	10.03034	6.86453	8.836105	12.513164	12.592622	6.746768	11.018229	8.681271	9.918678	11.407537
230	3.681111	1.707786	3.76782	6.470472	2.133719	2.240634	5.355559	5.409608	5.26392	4.896869	4.147913	5.482788	0.457971	6.697526	6.511482	6.53017
231	16.791531	15.210629	16.757984	15.588502	16.501846	13.73185	15.149997	15.561242	15.551343	11.802422	16.806118	15.156521	15.864925	15.122367	13.755156	16.65136
232	2.294633	2.360309	2.356736	2.318773	2.448971	2.302283	2.438661	2.323136	2.280633	2.33175	2.275365	2.349117	2.434333	2.362328	2.313697	2.335386
233	10.505917	10.612406	9.189323	8.332837	8.533097	4.837523	6.626785	11.255684	5.978679	9.888147	6.605093	6.738812	8.669758	7.22802	9.562449	10.434528
234	27.230881	34.941875	36.188602	23.331995	25.397684	25.602167	38.976562	48.42437	22.876186	10.906899	61.612801	19.273918	18.384682	9.267153	9.807475	18.073799
235	2.077096	5.696617	1.653792	0.396413	0.577755	1.150862	5.155341	6.284785	3.203684	2.950793	3.89951	5.281635	4.777339	3.718492	1.443075	4.534802
236	6.591065	6.602705	6.595322	6.498416	6.525552	6.557986	6.53862	6.578596	6.558789	6.511131	6.564192	6.490931	6.501588	6.624129	6.581996	6.560294
237	2.9281	2.984603	2.974231	2.673293	3.086658	2.877898	2.861361	2.955961	2.685456	2.846799	2.948569	2.874576	3.088811	2.831439	2.915565	2.657248
238	0.857058	0.867655	0.868713	0.850699	0.865262	0.857804	0.85979	0.864882	0.865077	0.860169	0.864974	0.858402	0.86052	0.874566	0.855898	0.865491
239	6.122426	2.053947	7.500166	1.05087	0.891905	5.835841	2.217162	3.285693	0.674486	4.958053	1.207356	0.667817	3.463801	1.914112	8.033748	4.338433
240	2.776314	2.809494	2.794083	2.818283	2.801503	2.784849	2.814424	2.751963	2.763398	2.794397	2.812056	2.806388	2.826333	2.781644	2.797619	2.787439
241	10.449203	13.805542	5.155013	14.034865	7.791391	10.060604	22.204891	7.851205	18.601927	13.721623	6.781339	7.819273	2.107583	14.781043	13.301959	3.405094
242	29.529766	19.076824	52.930019	52.157867	26.758137	21.776527	45.402279	30.306868	44.080807	47.761826	62.735725	49.649181	41.615387	38.701199	48.363598	37.650021
243	13.322281	5.128054	8.431368	7.396362	9.200253	9.39165	13.146238	8.806451	6.421209	4.511756	8.807388	8.843657	8.223368	8.236794	9.694119	8.324005
244	12.761284	13.209935	9.628533	12.880199	13.433756	12.415591	11.905607	14.495311	10.541767	11.253514	9.684155	13.105371	10.985011	13.192457	12.367759	10.170433
245	14.884961	11.442277	12.99542	15.685271	14.654365	12.009917	16.728447	15.282972	12.933981	14.908602	14.458481	12.343536	12.564051	11.665995	14.40608	12.230543
246	0.692798	0.656448	0.687938	0.529998	0.520832	0.637083	0.654679	0.711711	0.654152	0.538143	0.704325	0.634893	0.585812	0.674197	0.712105	0.55225
247	28.292732	4.42823	8.873015	30.487654	41.300304	43.91589	23.369013	19.416138	29.524355	48.464756	7.837876	27.347321	5.685729	7.974059	6.241341	15.280317
248	15.173275	15.692963	15.663286	13.588457	16.707457	14.096733	19.571125	10.230712	7.081922	21.376816	20.720577	10.742579	14.330933	16.334419	11.233953	19.232742
249	6.509543	7.628253	8.521744	7.462104	7.103257	6.520104	7.234189	8.11967	9.525921	7.576888	8.351671	7.693507	7.138068	5.956543	7.156351	6.668346
250	8.360929	11.311437	12.266412	10.315425	12.766424	12.096336	10.461253	11.519093	11.606734	11.684235	11.512352	10.412385	11.823324	11.041166	9.72228	11.931258
251	13.286535	13.431897	12.799399	12.645468	12.286304	11.102367	12.913943	11.860171	9.311794	18.664394	16.256981	10.431248	14.508291	6.160814	8.213805	8.079819
252	22.776527	24.330915	27.125782	35.237541	17.442402	22.040155	27.450216	30.31325	23.268669	32.632797	24.788862	23.709372	13.99311	22.30097	13.855893	10.170142
253	8.356027	10.358727	9.047823	13.460172	7.443172	7.896602	8.392344	8.716457	4.979203	10.438659	9.625078	4.768352	7.741562	9.306289	8.541547	6.388047
254	13.09846	8.981108	10.065618	7.769335	13.880934	18.902298	13.25789	6.683086	13.895818	14.488649	7.420973	13.798823	14.384559	12.12615	12.38849	12.069479
255	1.211178	0.907715	1.65106	1.222221	1.948724	1.409176	1.693681	0.739249	0.640913	0.919092	1.157453	1.505812	1.598104	1.58649	1.525265	0.569347
256	7.251463	6.393711	6.90311	7.105876	6.931641	6.507359	7.224988	9.18503	8.479594	7.082541	6.960841	8.315104	7.087718	6.288463	6.208413	6.790015
257	8.890653	9.116085	5.854805	8.214202	11.277581	7.332398	8.572458	8.117074	7.091692	7.334128	4.942818	5.713068	10.571576	7.565408	9.250756	6.704405
258	0.10049	0.09214	0.086594	0.047194	0.036036	0.099831	0.036481	0.068177	0.120803	0.061833	0.0859	0.099543	0.107514	0.094976	0.066738	0.132721
259	15.221553	19.721912	17.980097	14.389498	10.644555	12.909862	19.172178	20.035521	16.675774	14.04944	17.406481	17.38236	19.012985	16.133934	14.668262	16.135078
260	5.477227	3.816376	5.854113	2.007708	2.222784	2.858163	3.452562	2.979198	5.357635	6.134605	2.613042	2.206201	4.235033	4.139819	5.461699	5.564967
261	0.902314	1.047264	0.985524	1.146343	1.165953	1.109303	1.037745	0.760922	0.902173	1.11036	0.94234	0.9278	0.945042	0.879199	0.964167	0.958411
262	5.172516	5.152249	4.741577	3.373578	5.653266	4.097234	3.605489	4.436848	4.039091	3.00193	1.503025	4.9214	2.272583	4.005841	3.685136	4.501655
263	21.897264	17.463493	16.108072	12.359795	19.52231	19.831558	21.268967	18.548567	14.765473	14.981222	17.760666	10.258731	2.308753	13.585327	6.543438	9.155201
264	21.442234	15.603425	50.351601	43.029556	37.275192	19.47233	11.001152	13.370176	26.227716	27.337536	11.452488	16.926735	75.180046	11.308791	25.181116	71.159584
265	0.11118	0.110741	0.117263	0.145433	0.127939	0.176841	0.14648	0.164042	0.11317	0.163447	0.186681	0.148041	0.119089	0.110686	0.111483	0.152737
266	7.810535	8.175897	7.065008	8.06615	6.592485	6.640515	7.961123	5.586051	8.393902	8.152652	5.720319	7.542531	5.335578	6.359594	5.698061	5.40559
267	11.868375	10.379658	12.376849	9.16316	11.038952	13.37679	10.814958	12.312043	7.72073	9.929222	11.045261	12.559436	7.887788	14.658469	12.408265	14.915485
268	1.893391	1.186926	2.108007	2.677389	1.919629	2.857811	1.733069	0.88802	2.034358	1.637327	1.98781	1.538345	1.427947	1.694337	1.922723	1.791747
269	1.599739	1.393368	1.27682	1.453042	1.372927	1.363578	1.508054	1.356647	1.452212	1.400177	1.637898	1.397858	1.427348	1.58492	1.246479	1.50789
270	18.32506	20.49357	23.949457	11.786461	14.374431	19.180395	12.049637	13.539993	17.864447	15.853652	18.168201	12.348701	17.084747	20.285166	22.502768	13.32787
271	2.298483	4.673857	7.240805	6.242583	4.555562	7.933968	4.821384	6.722068	5.887937	4.131227	7.471677	6.325008	6.483614	4.512114	4.878007	6.468442
272	2.127885	1.775053	2.043973	1.558505	1.615937	2.009119	1.981234	2.148659	2.011846	1.833306	2.023276	1.752056	1.925551	1.735326	2.123086	1.888221
273	0.588232	0.584567	0.596025	0.59332	0.588971	0.596396	0.590037	0.597893	0.589593	0.596533	0.591074	0.583478	0.589158	0.585966	0.598216	0.59853
274	30.003342	36.362785	14.392576	34.367355	24.958941	34.21616	11.453559	22.515739	27.284534	33.777134	23.050913	28.421616	8.320634	29.51301	26.765284	23.212036
275	4.249052	4.523978	4.275161	4.598819	4.21722	4.556089	4.244086	4.215035	4.235787	4.578547	4.432674	3.846702	4.314528	4.56113	4.395504	3.839085
276	19.704634	28.228588	9.465905	28.817629	24.532019	8.996546	20.762791	26.911482	20.502983	18.005875	26.313877	26.001287	19.403835	11.015672	19.758104	5.608298
277	4.728803	5.810619	6.998933	6.360049	10.227558	4.35933	4.735335	7.611573	6.26237	8.040476	11.468931	6.532688	8.210575	6.263488	4.892593	4.637896
278	0.371343	0.173244	0.38064	0.46777	0.484569	0.57396	0.382367	0.590453	0.358536	0.264802	0.55954	0.208553	0.511976	0.605544	0.468651	0.642723
279	4.126569	4.439145	4.02745	3.850853	2.119367	3.236193	5.355958	3.163078	3.122877	4.298089	4.322733	2.443773	2.966353	2.214426	4.730293	2.38201
280	3.608783	3.933524	3.836499	3.656991	3.698654	3.544437	3.896093	3.75216	3.632064	3.535142	3.925713	3.995229	3.727735	3.274371	3.636534	3.808411
281	11.332152	5.494965	3.735602	6.742774	9.406701	10.811123	6.143519	14.380806	4.230029	9.094893	19.991987	12.765301	4.875054	17.450163	10.473925	14.007054
282	7.266932	7.566454	8.938255	7.524981	8.219678	8.449645	8.626966	6.719477	8.21013	7.847808	7.744905	8.186545	7.138246	7.466253	8.983326	7.315338
283	4.052204	4.332142	4.447303	4.678573	4.374392	4.4305	4.439138	4.611987	4.415472	4.237096	4.47971	4.397426	4.604074	4.341164	3.953714	4.194691
284	14.099283	26.858738	9.103534	19.530783	19.559221	14.166671	16.170477	14.787136	18.639919	22.191488	24.701538	20.449675	17.573126	22.85347	13.347364	15.209764
285	5.128764	8.908171	9.525403	3.885997	9.12017	4.196497	9.448969	2.64569	6.470287	4.149834	2.611722	5.466795	6.346898	2.21041	6.760993	5.652479
286	12.004206	11.992162	12.01014	11.99772	12.014032	12.003334	12.00795	12.009525	11.999825	12.008718	11.989418	11.987023	11.988962	11.994718	11.999133	11.992288
287	6.208903	6.745578	7.105778	6.068011	6.272496	5.637311	6.490599	6.34894	7.007653	6.251674	6.420573	6.208962	6.291839	6.051625	6.44647	6.058036
288	2.695781	3.267697	2.981878	2.45404	1.447132	1.766731	1.135522	2.899931	2.564904	3.09408	1.695494	2.296832	2.813357	3.605774	2.240578	2.062142
289	12.950452	12.96479	12.963642	12.968667	12.971904	12.950879	12.942544	12.930718	12.952009	12.935566	12.937427	12.954432	12.943826	12.966702	12.958571	12.947351
290	1.657593	4.131195	3.507627	5.478865	7.240387	4.51573	2.871488	3.641194	2.942109	6.707279	5.533564	3.983337	2.036973	5.899	6.537092	2.143033
291	6.499498	6.348741	6.632789	6.649329	6.389045	6.293694	6.477726	6.368471	6.423722	6.192278	6.516381	6.267223	6.408751	6.488271	6.440903	6.631651
292	7.15885	7.091362	7.016723	6.898116	7.325041	7.405464	7.255538	7.106123	6.945403	7.019164	7.171679	6.933114	7.204275	6.924453	7.183924	7.208059
293	9.654177	11.482892	8.044559	5.737837	11.530974	10.235332	5.171399	6.649203	7.260761	7.083335	7.669816	7.265775	5.517256	10.137534	6.784527	7.377737
294	5.583973	6.277021	7.37213	6.701575	5.998393	4.107636	6.053242	6.585934	4.188502	5.135137	6.007795	2.723036	6.222863	4.472889	4.173698	5.838052
295	9.489015	10.17329	3.291234	11.729277	5.777891	13.311706	16.376139	8.153639	4.909086	16.589731	12.49979	6.991579	9.511405	13.638004	2.781714	12.267418
296	4.892026	5.115301	6.464286	8.190599	8.839043	10.29148	10.426069	9.297127	7.901409	7.444611	9.129286	8.684997	8.435966	6.712399	9.704457	5.255363
297	1.850676	1.841892	1.844229	1.8316	1.837862	1.85886	1.901714	1.909177	1.816315	1.795562	1.823428	1.887442	1.804407	1.826729	1.895148	1.769488
298	3.943147	4.319181	9.276003	2.740104	13.290968	13.548967	8.358756	2.735084	14.762512	4.126211	2.906945	20.389595	7.34731	3.065635	7.983029	7.070078
299	42.86586	43.635258	82.336838	86.612465	66.138725	38.700306	46.258144	55.541466	76.63385	39.58934	66.018776	79.434387	79.289192	61.247562	82.201416	64.397964
300	4.098802	4.071449	3.960527	3.987641	4.013788	4.172648	4.086009	4.166623	4.027149	4.119318	3.961478	4.086861	4.011913	3.869806	4.133964	3.973424
301	0.004623	0.004553	0.003979	0.004278	0.00385	0.003877	0.003648	0.004086	0.004336	0.004173	0.004231	0.00408	0.004195	0.004482	0.003673	0.003535
302	4.218134	3.98399	4.221748	4.055899	4.147835	4.087724	4.097067	4.239777	4.104052	4.047845	4.342834	4.132617	4.146233	4.121564	4.175464	4.164382
303	2.634881	2.260271	2.651708	1.715564	1.247261	1.658374	2.666842	1.648678	1.06407	1.898145	1.225815	2.36027	2.513731	1.194792	1.187157	2.331671
304	15.671833	5.647898	6.992725	12.208102	13.10022	12.185304	16.724873	19.889727	13.705156	8.040051	15.719526	19.925476	8.852984	12.257293	9.523584	16.351889
305	2.175286	2.362073	2.430633	2.309718	2.38139	1.933048	2.410209	2.497273	1.98555	2.530434	2.438605	2.093863	2.364153	2.123641	2.137488	1.669116
306	6.074728	6.673779	6.144896	6.11641	6.579555	7.054688	5.371335	6.648245	6.270691	6.377019	6.260715	6.574617	6.606551	6.135535	5.529811	5.495475
307	3.82521	3.823351	3.48926	4.291812	2.308765	3.838237	3.608242	3.612623	4.520315	4.717531	3.056713	3.625686	2.5294	5.547122	1.934815	2.96698
308	8.591931	6.570963	7.029652	5.723435	6.207631	11.194985	8.192605	6.843703	8.390014	5.04059	7.761394	8.244032	7.754688	6.82574	6.614474	7.633879
309	2.072419	2.753122	1.781744	2.532431	2.003122	2.444264	2.117796	1.899505	3.410193	1.880379	2.416489	2.249712	2.315899	2.216816	2.35043	3.008371
310	13.62974	15.449012	15.817774	15.992997	11.638392	15.940482	15.223681	11.230597	13.120076	15.337862	13.502563	15.376736	16.354305	13.719966	13.355933	15.570612
311	16.071747	17.40766	15.32159	14.155098	16.626291	14.938116	18.177677	15.235889	17.04714	14.055356	16.163271	14.177942	17.407444	19.94994	17.011375	15.709664
312	7.661692	8.071326	9.042839	8.556945	8.606661	6.913523	8.089319	7.230003	7.10595	7.168804	8.81045	8.010818	7.74031	7.684274	8.297537	8.130813
313	8.554899	3.377503	12.099484	9.46296	11.651248	9.715965	3.115781	4.465427	10.003836	6.354311	10.046518	11.774914	8.522679	7.347636	6.383399	6.09217
314	25.178301	36.064953	31.848991	29.064316	28.07122	22.426882	26.430061	14.76321	27.300854	37.30381	32.465694	45.993034	15.363894	23.940779	36.627544	25.059122
315	36.472271	40.769447	36.794872	40.596783	37.366924	40.505417	36.92524	41.047295	41.149971	37.814835	37.718563	39.109104	38.374374	41.743217	40.992107	41.281414
316	8.477218	8.031046	8.660862	8.010579	7.944825	8.753642	7.836533	8.086745	8.782534	8.322007	7.837934	8.56532	7.697973	8.838625	8.420719	8.450339
317	28.440897	9.17418	27.621254	15.220288	17.1688	7.267457	19.468708	16.732136	17.91906	16.897789	21.509205	14.436173	16.966784	25.853325	15.381891	15.86362
318	0.650917	0.674895	0.648748	0.642529	0.684001	0.606665	0.696524	0.685575	0.712047	0.641394	0.696974	0.680056	0.622283	0.657768	0.636173	0.696975
319	2.092545	3.021511	2.293117	1.726579	2.065635	2.164477	2.019694	1.869439	1.639859	2.210726	3.731594	2.112893	2.445499	1.956587	2.312228	2.846457
320	20.630297	18.400293	18.937536	21.827219	18.170282	9.619095	16.08618	15.937514	11.29389	18.587454	15.735176	21.14649	17.571667	13.759958	7.015646	8.158964
321	65.312881	44.68367	66.042778	50.894241	69.268883	38.194168	86.861198	63.13776	76.266838	53.046288	60.050709	41.483875	58.96228	37.980446	47.024345	62.828789
322	1.76543	2.197535	2.643138	1.517812	2.29535	2.214502	2.342114	1.802046	1.826155	2.516085	1.780123	1.980029	2.101345	2.043974	2.595054	2.701658
323	12.994028	13.427241	5.366622	16.17836	11.127742	34.034885	25.14707	18.574512	9.801981	8.8248	22.631636	20.490234	23.567665	22.736547	23.257711	5.662059
324	20.245819	27.29973	25.274006	25.880785	21.181072	18.322924	21.663958	26.391726	24.849453	23.899788	18.200237	19.725494	25.043482	24.592463	24.005201	24.869631
325	2.243535	2.178413	1.449801	1.652656	1.441604	1.771203	1.625375	1.427198	2.219265	1.655933	1.942737	1.797469	1.73071	1.611951	1.474913	1.316736
326	2.400192	1.872192	2.061019	2.337949	1.910178	1.919155	1.734692	2.09023	2.228908	2.391059	2.254208	2.404296	2.233845	1.938333	2.226613	2.308483
327	6.133046	9.845932	4.456308	9.699018	9.109839	4.42753	5.641817	5.079563	4.923073	6.34936	8.064336	7.088359	7.137414	7.948064	7.304306	7.811535
328	2.270814	3.043493	1.878775	4.429578	3.640115	0.734852	3.609581	2.559994	4.364357	1.306337	0.5858	2.210718	0.787172	1.041368	4.609984	1.319667
329	3.444773	3.948731	2.1454	4.142893	3.43885	3.647537	2.611096	2.847976	3.801388	3.720179	3.183172	4.613206	3.716139	2.965645	3.170822	2.925331
330	5.964364	5.587045	6.935575	6.566748	5.025646	4.671381	4.98653	5.618054	5.911683	5.696252	5.046346	6.31907	6.750894	5.893316	6.169234	6.943025
331	3.494274	2.736651	2.485983	3.014511	3.784347	3.758755	3.372046	3.108563	3.203668	3.374948	3.810072	2.572893	2.981228	2.584383	3.552457	2.962144
332	21.650269	10.571182	17.41835	29.345562	29.297956	20.803696	9.770959	25.777597	20.142696	11.655488	25.613287	23.803621	30.27685	17.251905	26.039965	19.465485
333	8.541467	8.375448	7.503586	4.377731	7.808266	6.703171	7.13061	11.691016	3.768849	6.415037	8.849395	12.714254	11.304689	10.589456	3.273575	12.359917
334	6.92776	9.659159	6.484488	11.943657	8.719425	9.611613	11.353741	9.740252	11.33461	10.692427	11.230222	7.051801	8.238202	11.731047	11.008094	10.973828
335	9.153776	9.469029	11.337528	9.850166	9.605895	8.385798	10.351115	11.212032	10.145958	9.436409	10.019679	10.813955	10.304702	9.743422	11.714096	10.140317
336	42.674091	6.49527	24.325695	23.90856	23.376873	36.135139	8.606521	10.562998	10.367885	16.253664	6.609244	12.982172	8.788864	4.040313	16.389317	7.880048
337	5.122065	3.630532	3.562773	4.544206	6.322902	6.9698	4.405857	4.574999	7.759346	3.719903	5.390681	4.219662	6.538583	5.020329	4.726333	5.617505
338	18.115808	14.596991	12.821851	16.4765	18.440422	17.784292	16.169903	24.466423	19.049303	22.126301	16.634575	12.886969	24.300373	17.668142	13.856947	26.757759
