id	c0r1	c0r2	c0r3	c0r4	c1r1	c1r2	c1r3	c1r4
331	3.494274	2.736651	2.485983	3.014511	3.784347	3.758755	3.372046	3.108563
332	21.650269	10.571182	17.41835	29.345562	29.297956	20.803696	9.770959	25.777597
333	8.541467	8.375448	7.503586	4.377731	7.808266	6.703171	7.13061	11.691016
334	6.92776	9.659159	6.484488	11.943657	8.719425	9.611613	11.353741	9.740252
335	9.153776	9.469029	11.337528	9.850166	9.605895	8.385798	10.351115	11.212032
336	42.674091	6.49527	24.325695	23.90856	23.376873	36.135139	8.606521	10.562998
337	5.122065	3.630532	3.562773	4.544206	6.322902	6.9698	4.405857	4.574999
338	18.115808	14.596991	12.821851	16.4765	18.440422	17.784292	16.169903	24.466423
339	5.671072	6.10911	4.289346	5.863616	4.332965	6.279003	2.559707	5.158016
340	7.422217	6.133958	6.594667	6.616232	7.443693	6.33298	6.709276	7.326723
341	15.066017	11.809292	31.300236	34.815254	21.680094	23.706888	11.293855	9.418705
342	15.28965	14.891268	16.682203	11.711824	15.908321	17.498169	12.23705	12.45597
343	0.259324	0.234622	0.230724	0.250079	0.238589	0.254577	0.237532	0.252391
344	7.156405	21.413174	14.471011	17.6896	21.458052	11.382588	18.437826	17.467649
345	1.640097	1.685013	3.594491	4.804715	5.093868	2.560871	1.554207	3.779085
346	4.922291	9.607395	8.216063	4.666908	8.2228	6.443047	7.578922	15.814234
347	2.527773	2.568753	3.064922	1.937302	2.222366	3.963225	2.981792	2.682955
348	4.941268	4.611704	4.373922	4.390613	4.724566	4.915305	4.720671	4.902284
349	18.124012	14.762528	20.753267	19.618593	14.801839	20.747267	17.803593	16.437389
350	7.0042	7.686941	6.948335	8.520205	8.723035	5.992518	5.912505	8.411049
351	6.769674	8.54966	6.634122	5.644526	5.381059	5.714078	7.05094	8.623004
352	4.096494	6.765178	4.403478	4.917005	3.709877	2.366687	8.682068	2.431939
353	39.932106	24.111881	33.533722	25.016165	27.702051	31.527349	34.570057	23.225136
354	25.676392	16.473183	22.396128	14.761097	27.09626	20.392689	9.081554	27.16757
355	19.03775	12.616184	21.811083	13.901936	20.053301	16.707466	21.517323	21.168909
356	0.628859	3.839301	4.020507	2.141889	2.188484	2.293136	2.020571	3.179074
357	5.941377	7.341733	8.336575	6.115502	5.259725	5.852806	8.678215	10.346026
358	1.69092	4.51127	2.972189	7.87604	5.305797	7.261457	5.70747	4.920554
359	13.593498	6.760201	8.327556	16.823818	17.651899	13.114495	9.712125	8.948963
360	19.221573	18.799534	19.478031	20.846199	21.787609	24.312174	19.466177	19.974735
361	3.028727	4.862137	5.187057	7.311996	6.112822	9.104399	3.959097	6.243243
362	4.289767	4.231191	4.218266	4.213122	4.257859	4.251041	4.234272	4.097803
363	14.267005	20.225756	7.274494	14.432523	19.778173	16.217373	6.023289	11.419392
364	1.396991	1.501836	1.362958	1.459225	1.455647	1.273389	1.340213	1.271627
365	4.753072	4.926304	3.575924	5.684948	3.896373	5.567563	6.662464	4.682439
366	23.156569	33.236347	32.209991	26.961676	7.28013	32.479561	7.070168	16.149193
367	1.340348	1.419022	2.838757	2.093346	1.986152	0.795815	2.075611	1.968255
368	5.390167	5.784659	6.378088	5.13476	5.229511	6.651294	3.55749	3.893761
369	1.547664	2.831812	1.178058	0.643219	1.446842	2.69387	2.404963	1.554176
370	1.606336	2.519691	1.617296	1.892814	1.775032	2.450773	1.784822	1.852251
371	13.474301	20.592405	24.141899	7.636666	9.052481	15.989209	20.812113	24.499041
372	10.508753	14.038718	17.193771	15.73057	13.675712	16.597858	10.628897	13.180799
373	10.305429	5.261985	9.076965	6.175425	5.817721	6.974709	9.341344	6.392083
374	6.405333	7.954612	5.72849	7.673995	7.555972	8.085278	5.230906	9.992015
375	2.277558	1.898971	2.257342	2.06894	4.027132	2.918757	2.109368	4.138992
376	9.877501	15.494828	13.095958	14.218937	9.228186	6.58019	12.565698	12.847532
377	0.763194	0.764176	0.771237	0.776578	0.778692	0.772502	0.76074	0.763541
378	6.227742	1.777016	8.829704	4.510213	4.250602	2.895042	9.230569	3.727588
379	12.379799	17.422649	14.710927	15.859986	16.227604	17.863895	12.412505	14.76403
380	6.121063	6.347866	7.794898	8.079041	7.575219	4.027752	8.295918	6.72611
381	2.75978	2.499881	3.32096	2.111365	1.960909	1.711498	3.10373	2.806561
382	1.750304	2.293021	1.774133	2.073343	1.277897	1.259179	2.596762	1.228968
383	6.378901	2.318163	9.443708	4.200918	6.989633	5.554618	6.496661	7.421719
384	10.830831	7.748047	6.815419	6.39118	10.308825	11.497956	13.190756	6.346128
385	8.662868	6.788574	1.561836	3.280123	8.914099	8.063765	6.321425	5.246479
386	3.851342	3.825352	3.936271	3.786247	4.063749	4.004334	3.909609	3.85977
387	1.436138	0.915394	1.352744	2.210918	1.009661	2.281231	1.513947	1.402013
388	8.987166	6.795928	4.359392	4.397517	8.163063	6.182747	6.23519	5.052645
389	1.416492	1.785524	1.666742	1.629741	1.468121	2.308803	1.182039	1.339131
390	41.15435	38.949871	36.214935	37.838947	38.517727	42.329166	37.891754	41.002827
391	7.22304	7.343405	6.183386	5.734876	5.351503	4.497902	4.235832	7.573489
392	49.415733	46.200188	60.378757	34.286419	55.739491	59.833462	37.211109	32.933838
393	8.877186	8.27129	7.709138	9.623254	6.744654	10.079262	12.901423	3.985458
394	7.546637	6.721582	8.540362	8.161938	7.889963	8.962997	12.686598	7.287352
395	15.104581	12.256356	14.372842	13.597208	9.239234	13.957376	14.056747	15.269534
396	7.073353	8.716357	7.209611	7.485778	7.170359	7.989192	7.243932	9.142574
397	5.500979	4.646267	5.020895	2.561661	5.647883	3.429701	3.974865	3.003621
398	20.71348	20.087009	18.820337	10.7575	11.311301	21.538498	17.385178	13.432582
399	13.544477	17.066694	11.619883	12.891895	13.123602	11.94178	14.782233	10.651039
400	15.597783	9.638855	9.576055	7.014205	8.795164	12.767776	7.339096	17.816597
401	5.541397	8.22938	7.706649	6.339996	7.018464	7.829568	5.53995	7.177515
402	1.971443	1.632393	1.973691	1.436097	1.104378	1.192393	1.865631	1.18205
403	41.878262	40.35392	42.460224	40.420937	36.247791	42.312702	40.783798	40.925961
404	1.334191	4.66365	2.192115	1.039265	2.722001	1.319631	5.475241	2.012653
405	9.218243	9.716691	7.053061	7.945615	7.273376	8.25605	9.351924	7.278905
406	14.417422	13.915119	13.87992	14.041518	14.077723	13.811144	13.828872	13.994768
407	7.205654	10.380007	8.074756	10.310112	11.435411	7.443933	4.736646	7.238616
408	1.279419	1.327998	1.363969	1.265347	1.24034	1.236942	1.311614	1.304839
409	9.415634	4.959407	8.195999	6.916587	6.631669	10.286706	3.225632	6.758912
410	2.263193	2.59946	1.6936	1.792327	1.539479	1.569258	1.570448	1.934553
411	7.741163	7.54843	7.600816	7.625833	8.049029	7.76549	8.043816	8.101185
412	45.350765	45.338306	45.35611	45.34856	45.357876	45.344616	45.354897	45.334198
413	3.02201	3.194699	5.712151	2.826979	4.194562	3.408836	1.967373	2.62307
414	0.589695	1.546949	0.96788	0.597141	1.033803	1.118063	1.037423	1.847864
415	0.554432	0.80198	0.365097	0.717772	0.990229	0.37761	0.598953	0.904709
416	0.226633	0.155245	0.199244	0.211344	0.160137	0.216525	0.223987	0.207022
417	14.726336	15.96705	15.02107	14.506438	14.733747	16.211985	15.367921	13.903543
418	9.557975	6.933671	4.297531	13.364178	8.450107	9.039637	5.654383	4.218408
419	11.536875	2.496807	22.000177	9.239465	13.043348	9.71703	9.522505	14.439617
420	12.435349	11.925468	14.072316	29.204924	11.197566	24.06176	12.914915	23.769361
421	16.635715	17.548956	9.941178	8.71279	10.079578	15.669312	13.178855	13.034875
422	3.741081	3.969179	3.011897	3.136155	3.223648	3.406057	2.923551	3.901371
423	14.017082	25.608191	28.316174	21.838947	14.794802	37.704727	31.645847	12.300612
424	8.066844	5.452551	6.39941	5.698418	6.63861	7.063957	8.421616	7.616917
425	1.293694	1.350441	1.069402	1.431179	1.101784	1.327196	1.450493	0.860514
426	27.903507	24.82535	26.501091	23.163366	22.967417	19.757204	18.906923	22.026417
427	38.096008	31.089605	34.368919	38.426384	43.405178	37.268524	34.668514	33.658878
428	15.387964	6.466876	4.653649	8.318015	6.085149	6.539839	5.809321	15.127175
429	3.060236	4.192035	3.728381	2.332572	2.402883	1.872655	3.100967	2.876179
430	5.966269	10.653444	5.632164	8.896678	0.10448	2.272812	4.139507	3.562605
431	21.058275	14.662432	11.787381	17.859739	23.591274	16.114424	19.601856	19.020571
432	39.1339	29.958691	48.678188	4.393417	26.077103	28.590508	17.220623	38.373524
433	0.093059	0.046469	0.085225	0.044366	0.055669	0.032399	0.076822	0.104854
434	0.252629	0.249393	0.217587	0.199813	0.184124	0.198382	0.266761	0.216542
435	7.128758	7.059853	7.172904	6.994553	7.143143	7.074235	7.086157	7.1178
436	3.026897	3.04559	3.035693	3.06573	3.02598	3.032911	3.045206	3.040624
437	9.207524	40.288078	14.731768	20.825287	34.514999	27.601807	13.280329	13.926186
438	0.021811	0.033549	0.034249	0.029399	0.021097	0.028793	0.03005	0.024382
439	6.302886	2.91907	4.317674	5.903201	5.061802	7.117158	7.193707	4.432617
440	9.621383	7.944972	7.114008	7.981054	7.069634	8.607756	6.224008	8.189566
441	10.965614	11.318539	11.371198	10.420015	11.524566	11.190832	10.364398	9.885408
442	22.310467	21.964193	21.88818	21.294275	22.897093	21.361385	21.665773	23.371983
443	5.518667	5.603291	4.681604	6.759498	6.133783	6.6321	6.631494	6.405191
444	12.584782	12.580477	12.454319	12.963264	12.203527	12.380539	11.927827	12.591408
445	4.849158	2.991869	4.622818	4.088373	6.00536	4.164091	3.238139	3.539951
446	45.336437	44.343182	43.986862	50.737949	48.693218	44.990799	49.34742	49.036362
447	21.289984	32.3853	37.720356	22.379705	22.223759	25.114529	34.451038	24.177092
448	12.200594	12.265164	12.197213	12.166501	12.280191	12.254901	12.148388	12.152066
449	20.739775	20.673273	20.331842	20.10285	20.798969	20.724991	20.468662	20.762581
450	29.559402	29.599503	35.084648	25.056967	32.595875	30.398451	35.120056	31.786106
451	9.369276	10.188424	9.013076	10.428185	9.604235	10.027889	10.192425	8.490683
452	31.931675	11.000577	31.420589	6.184798	31.043056	30.88327	8.246432	36.8134
453	18.334517	11.414526	16.226364	15.91262	17.129356	13.205615	16.357855	14.882749
454	13.377306	10.759885	18.458475	9.011107	12.923806	15.933516	18.993412	20.227087
455	51.419228	41.859482	40.60424	41.416634	52.09111	24.468479	77.985115	16.464689
456	8.779716	12.990139	5.724799	3.775673	11.198978	5.231438	4.110162	8.359261
457	6.384723	6.808064	6.135509	6.408753	6.05485	5.843727	5.563041	5.94315
458	13.62568	13.879545	13.780814	14.506462	14.673194	13.609358	13.397879	14.271663
459	9.567653	3.726787	7.80277	21.007145	17.524822	5.677711	8.354109	18.701134
460	10.528076	15.672871	16.93796	18.310558	8.464962	2.646134	9.400952	0.607441
461	6.94975	6.899016	6.87077	6.982691	7.081811	6.925877	6.85254	6.860733
462	2.434516	2.059465	1.186967	3.319098	2.247286	3.027686	1.628194	1.690215
463	14.619237	14.208273	14.773945	14.213458	14.449377	14.497358	14.570943	14.163443
464	6.115744	5.672075	6.78028	5.955867	5.563735	5.457788	6.721046	6.225069
465	26.641624	22.714445	6.050886	27.251741	33.563259	30.073227	29.299561	15.252743
466	1.116283	0.770991	0.893005	1.252669	1.489746	2.330737	2.53832	2.192579
467	1.492714	1.391911	1.608783	1.398258	1.538837	1.498198	1.716153	1.568601
468	5.844325	5.800456	5.666325	5.789216	5.698819	5.599627	5.620613	5.766114
469	0.987459	1.098167	1.061886	0.345801	0.252514	0.901961	0.860439	0.391237
470	10.665729	14.274487	13.738624	17.198328	15.042729	13.382255	15.642648	16.181992
471	13.656799	14.241287	14.664432	13.846539	12.430462	14.128189	13.503663	13.522818
472	10.067336	10.166713	9.274611	9.023044	8.677768	10.15973	9.786228	10.023593
473	0.046664	0.065304	0.050615	0.049509	0.025741	0.03798	0.059765	0.060447
474	3.3023	6.231012	4.009813	7.647958	18.073345	11.418687	14.319018	13.743669
475	26.633318	15.183215	21.915424	21.475492	18.588558	19.316746	21.243502	15.275063
476	1.03404	1.025826	1.055597	1.250174	1.344764	1.299093	1.149737	1.415878
477	1.092849	1.085407	1.07523	1.09683	1.11468	1.116279	1.094228	1.120281
478	2.225473	1.536816	3.604492	3.713286	1.813839	2.826731	3.574975	1.16485
479	0.3203	0.587636	0.552045	0.643219	0.710058	0.390988	0.463915	0.403773
480	36.896034	37.578995	34.782867	37.487366	34.363457	35.890797	36.9939	36.781101
481	10.387033	7.75581	8.720277	8.17681	10.646613	12.555634	10.346869	13.312099
482	43.563072	41.744709	36.956284	35.549427	35.415401	35.696465	35.400162	40.449749
483	11.45014	9.448809	9.139528	11.776016	9.679092	9.150867	9.382688	11.861722
484	0.859871	0.831595	0.816727	0.790328	0.869637	0.855791	0.846255	0.843888
485	2.508904	2.680366	3.990961	1.435826	2.374097	3.334628	0.79858	2.366791
486	6.409166	5.989092	5.961989	6.508217	7.183958	6.291683	7.682425	7.981162
487	0.338553	0.630008	0.392362	0.033792	0.300488	0.635524	0.715961	0.349187
488	31.746021	28.589678	29.610212	18.19482	36.587482	51.481403	22.661598	26.505127
489	3.679415	3.138144	2.409154	4.237107	2.326506	2.908942	4.823831	3.47208
490	24.973789	12.721477	23.425804	14.297666	23.218382	23.949659	19.299028	22.234556
491	10.082602	18.670353	19.282524	7.404376	8.530074	4.748222	20.124392	20.925535
492	6.818304	7.31671	8.162865	6.38141	7.941775	5.837495	6.664672	7.495643
493	9.528937	10.296343	9.455817	10.121036	8.919089	9.29922	9.908981	9.747917
494	4.835499	5.147475	3.845515	3.33937	4.438381	3.753412	4.973179	4.906079
495	3.66108	30.43824	33.153023	24.543581	34.175171	34.878269	22.257618	21.72983
496	5.316156	6.904312	5.921465	5.115522	4.756696	4.876966	5.703412	7.150988
497	16.145658	18.953573	18.219488	15.928813	15.631212	18.079353	13.565085	18.646999
498	5.643692	4.776068	4.455213	8.669481	5.454612	4.866677	8.990384	7.383289
499	4.396671	5.979634	5.736086	4.611633	4.317581	5.350775	4.733566	5.15053
500	8.389355	5.527986	18.568924	9.420646	15.743669	12.388773	1.584328	1.482053
501	35.141354	44.429161	41.867638	45.198677	33.80125	36.845676	34.167885	48.15303
502	2.662524	2.667263	2.808787	2.73172	2.762582	2.774816	2.73601	2.698984
503	8.830569	7.831864	8.313984	4.918376	6.464897	7.8904	5.924771	10.524098
504	13.40676	11.872324	9.261062	14.532711	11.292734	11.480534	12.618035	9.653167
505	14.812268	10.173444	12.922051	14.014554	10.702015	12.619751	11.749652	8.559535
506	13.185963	12.671726	12.858553	13.103424	12.52954	13.087722	12.697762	12.735508
507	15.347036	12.506146	10.441908	13.890251	6.359112	12.717726	14.916261	8.615153
508	11.927191	12.008045	12.874993	10.988889	9.701435	10.078951	7.652383	11.27401
509	2.930889	2.676491	2.4591	2.417473	2.887038	2.7714	2.419568	2.495365
510	31.479748	12.322146	18.227795	21.743443	24.162333	23.927053	30.426081	31.24753
511	0.142016	0.178096	0.165628	0.175544	0.163618	0.167529	0.166708	0.169057
512	1.986383	2.096016	2.008634	2.307897	1.716224	1.454665	2.365889	2.221931
513	17.616444	15.631295	19.656092	15.931152	13.705844	12.172441	16.93125	19.537855
514	5.438594	23.695795	23.555183	21.470228	29.285414	22.754728	16.909786	21.87281
515	0.235788	0.317763	0.103209	0.320843	0.078033	0.283632	0.232915	0.133359
516	9.895714	6.771239	9.455456	7.198606	11.831072	8.81231	12.334704	9.016602
517	7.258309	5.7273	6.819052	3.386544	3.724443	7.377855	7.309497	3.706679
518	1.556327	1.266383	1.524701	1.391118	1.50018	1.382483	1.461131	1.508331
519	16.908937	22.481525	18.513136	15.044578	19.141768	17.820211	19.887897	15.206034
520	39.111248	21.346205	39.997765	54.251701	46.683556	38.640659	23.215178	52.966503
521	6.016605	0.63946	6.583645	4.525608	0.495513	2.556138	4.850964	4.141699
522	7.39848	7.651592	6.664245	7.044932	6.667786	6.997657	7.122191	7.209659
523	13.366151	23.092392	20.804131	17.629795	17.14677	14.507814	26.45652	15.826888
524	4.423088	3.120758	2.008332	0.809752	1.100391	1.287116	3.481972	3.922396
525	4.451808	4.757689	1.921775	3.642514	1.95275	3.70628	4.274325	1.453644
526	5.113372	3.932865	4.486203	3.919058	6.479745	4.230712	7.398179	6.919648
527	0.329474	0.259467	0.364299	0.417252	0.532028	0.601989	0.542198	0.385442
528	33.91547	29.062914	36.360985	28.639414	30.562456	28.762695	25.484594	40.056999
529	23.585457	15.665187	22.884575	20.486547	23.638132	22.949192	13.21864	17.346214
530	3.224506	4.243174	4.553651	5.179106	3.52096	3.654367	3.520638	5.142868
531	55.487667	25.870348	56.94743	33.264168	38.529617	49.759296	36.715649	28.046928
532	9.475239	7.649714	9.301949	9.90578	10.309563	9.906238	6.731034	9.612405
533	7.722236	8.122966	6.770431	7.691958	6.774558	6.190475	8.054834	5.079484
534	3.209629	21.679722	22.495005	16.634268	12.738722	12.29594	9.649659	15.887328
535	0.877606	0.931779	1.064893	0.819198	0.703129	0.904059	0.859987	0.887311
536	0.387121	0.500791	0.492287	0.553275	0.269899	0.658582	0.469435	0.578059
537	5.122015	4.295712	4.37337	4.684357	4.817996	4.237093	4.152232	4.446438
538	2.795293	3.984312	4.087481	3.292959	3.841797	3.200182	3.756449	3.871308
539	48.623772	48.382225	44.691269	42.053642	32.52293	44.456917	43.275852	33.053158
540	13.701031	8.74677	12.315603	10.617665	11.671576	12.759197	5.975501	11.322197
541	2.712069	1.545718	2.356539	2.66317	2.999029	1.772369	2.004868	3.152374
542	11.760436	8.524405	11.328721	16.534269	12.301082	12.40705	13.256673	9.940233
543	4.293539	4.257929	4.300759	4.255612	4.285407	4.261374	4.259154	4.269255
544	27.159208	29.87114	32.210003	26.471405	27.931349	31.926695	27.139414	28.60943
545	0.624638	0.616844	0.620928	0.61922	0.619137	0.618559	0.615155	0.61545
546	1.837766	1.502021	1.586741	2.481863	2.143721	1.196542	1.937366	1.570394
547	2.753091	0.81918	1.755285	1.140003	0.788033	0.830204	1.040878	0.883378
548	7.877824	11.326392	10.773952	17.957193	15.865595	10.078963	13.423107	9.302799
549	11.997202	13.779596	10.43855	14.530243	15.992134	14.573325	10.220197	10.92322
550	10.852751	3.751486	9.79978	3.97298	6.278136	11.258314	10.968158	11.545145
551	4.174847	3.532109	3.186273	4.374931	4.666892	4.505586	4.660951	3.652628
552	6.086376	6.229134	6.003292	5.855315	5.708613	6.229214	6.04229	5.510742
553	18.074793	16.88488	14.219749	23.553289	14.887588	8.508415	19.29121	20.637537
554	0.483076	0.295485	0.375032	0.419116	0.336406	0.360581	0.427583	0.417121
555	1.168439	1.021185	1.169793	1.145273	1.081929	1.130319	0.881181	0.68309
556	2.70999	2.687649	2.735371	2.70286	2.695694	2.696476	2.730961	2.656244
557	9.916681	7.303079	11.023725	10.551665	6.351556	10.985041	6.489084	11.100716
558	2.020855	2.934364	2.287779	2.904003	2.948683	2.61031	2.317378	2.9296
559	8.020301	7.266021	7.379527	7.369861	7.660859	7.681573	7.579576	7.520545
560	8.731307	5.826794	6.631763	7.158349	6.511203	4.663404	6.432928	4.07871
561	2.546916	2.069524	2.062948	2.177792	2.637904	2.824712	1.80108	2.060126
562	17.853821	18.458235	16.862061	12.808474	15.497283	13.850816	16.340326	15.092548
563	5.392467	2.945326	3.145897	4.06564	6.158714	3.258767	2.050929	5.542132
564	27.631645	27.631514	27.659153	27.709164	27.619751	27.603165	27.661617	27.637043
565	1.125969	6.146958	19.199594	2.49454	15.393363	1.888758	14.357737	3.016681
566	0.9895	0.396705	1.15976	0.535769	0.911236	0.735898	0.584202	0.323716
567	5.71055	6.184994	5.015857	2.235556	2.51091	5.113328	4.271998	4.505378
568	18.09568	18.194904	18.285177	18.100513	18.093225	17.823742	17.578196	18.063927
569	44.995018	11.991796	23.486843	34.119755	22.867441	31.759161	43.286167	17.917372
570	4.556924	3.733792	4.353584	4.616768	4.618099	4.600091	4.74367	4.521228
571	18.829855	12.785998	14.667485	9.610878	16.597872	12.919259	11.478123	7.164643
572	1.220092	2.081482	1.893737	1.336275	0.918741	1.520526	2.233698	1.193861
573	20.985687	21.26273	17.983604	24.331837	29.718922	16.028467	21.663118	19.438589
574	0.642348	3.002714	1.058358	1.833763	1.930403	1.002762	0.550219	0.751853
575	5.690068	6.055434	5.519004	5.397184	6.197049	5.88333	5.550276	6.153597
576	10.555077	15.527084	12.600651	7.598797	14.012944	15.556278	12.023048	12.369345
577	5.256421	7.111087	2.672196	5.641875	6.182807	3.871852	6.183593	5.417693
578	13.22541	17.421309	12.543398	15.148675	14.595101	16.257982	14.74217	16.762447
579	12.807242	8.848636	12.894535	10.853667	13.488517	11.838551	10.25686	11.833274
580	0.34771	0.330112	0.289787	0.280282	0.368687	0.241566	0.337282	0.328641
581	3.009013	2.494754	2.406139	2.970619	1.960636	2.749926	3.383798	2.453207
582	25.369331	24.720951	29.176025	30.35483	23.4184	23.943464	20.967505	26.75441
583	21.397125	20.636833	19.105793	20.260704	23.687969	22.725979	23.618372	21.305052
584	19.725523	35.451664	34.354824	29.765726	31.001747	42.100254	10.355083	9.997599
585	1.658693	1.513805	1.364623	1.666519	1.375813	1.688915	1.381759	1.530669
586	0.100706	0.103628	0.096015	0.099811	0.106395	0.104251	0.099082	0.106463
587	28.250008	29.077738	37.231789	25.559996	54.669807	40.364182	51.668549	34.178001
588	9.516094	5.499888	8.404849	7.511456	6.810734	6.187743	11.96334	8.100978
589	8.068879	7.816523	8.53843	8.104357	7.806303	8.152566	8.378444	8.377497
590	5.812258	6.059229	9.719714	10.0341	9.692245	7.297023	7.213664	8.660116
591	11.040328	5.201658	9.513807	9.827247	9.882297	9.276423	9.430264	7.077268
592	6.162227	4.185549	5.216289	3.764068	5.513448	3.602721	4.257927	3.959809
593	2.795407	3.055855	2.598382	3.378908	2.041469	3.217403	3.329291	3.100578
594	45.107182	31.531128	42.334427	44.626972	31.961786	42.50592	30.583353	45.278687
595	7.849698	7.852486	7.843072	7.85882	7.854393	7.857829	7.858668	7.855812
596	7.42434	9.011378	9.127853	1.771503	8.421037	9.223862	7.793488	4.105151
597	15.391597	15.660216	14.357094	14.018504	13.072966	14.419047	11.653339	11.764694
598	28.237259	23.627129	12.491733	24.290058	28.916424	24.104593	10.886211	30.184439
599	4.850615	5.573189	5.687205	5.574884	5.110961	4.441259	5.82485	5.21026
600	3.18173	2.943863	3.319466	3.312765	3.222842	3.418528	3.218668	3.237312
601	14.843667	14.876933	13.190839	12.512615	12.481089	13.861404	13.697451	13.321886
602	0.80076	0.734513	0.80871	0.766052	0.787365	0.769879	0.724394	0.73189
603	7.364407	9.290514	7.58867	5.564207	4.935739	9.638467	5.296592	5.448441
604	8.188895	9.769825	7.889394	9.470437	9.666875	9.791399	10.667365	10.152216
605	6.456164	12.630854	8.05308	14.107777	13.736757	11.659679	11.121154	10.992115
606	1.61536	3.96385	1.56295	6.01398	2.430286	5.892741	7.143833	1.93151
607	5.335318	11.01943	10.718682	9.859342	8.045729	9.551616	11.010017	9.074304
608	8.964824	9.722319	7.089452	8.501833	9.656088	8.645657	12.046945	9.856862
609	8.353995	13.625416	11.479007	22.327587	14.621518	20.198112	20.163084	22.097387
610	22.088118	21.870964	22.141216	22.162882	22.195396	22.025442	22.355042	22.452021
611	0.165409	0.152196	0.163321	0.164033	0.160061	0.154406	0.156908	0.165586
612	5.925023	2.539124	2.908059	1.897739	1.398138	3.204165	2.91233	3.533652
613	6.549528	6.097813	6.906444	5.98688	6.063424	5.996617	6.018658	5.874833
614	20.962797	21.161865	21.230238	20.877666	20.843256	20.935026	20.998693	20.862984
615	0.718753	0.650053	0.728221	0.718531	0.695229	0.733256	0.50924	0.718704
616	29.604599	17.595043	35.453522	34.414074	23.921127	32.444118	32.316704	15.074266
617	8.164437	7.664732	5.566486	8.64292	7.360074	8.585379	8.590498	8.666254
618	6.422817	8.729624	11.333887	5.983504	10.253684	8.230544	10.428869	7.89784
619	22.296185	20.936735	21.079168	21.085566	21.192942	20.77215	20.153383	21.159657
620	7.144004	9.120331	3.692504	11.182428	5.748176	13.960305	4.523863	18.957785
621	1.408604	1.407899	1.148972	1.402552	1.471771	1.377108	1.059327	1.390557
622	10.61514	9.455005	9.639857	9.060577	7.719979	12.528014	8.460095	7.446872
623	9.062918	7.846091	9.621579	8.355984	10.296412	10.059223	9.00022	10.030627
624	15.487248	16.395136	15.319032	30.614058	18.069128	14.680701	22.694239	26.871534
625	1.417497	1.529624	1.639874	1.368538	1.601959	0.446446	1.148537	1.013351
626	1.49857	2.730453	0.95261	2.970199	2.19004	1.8191	2.382393	1.696879
627	31.477695	2.28919	11.039161	32.092911	16.935162	6.944067	20.739832	9.454198
628	37.197243	37.478477	37.638889	36.589737	36.351421	36.298748	35.155834	35.265312
629	1.058847	1.475117	1.453836	1.250656	0.958072	1.145148	2.025522	1.394459
630	2.591094	2.508906	2.009506	3.12444	2.172703	3.053168	2.713857	2.731871
631	5.901007	6.399569	2.957127	6.037951	4.839486	1.866885	6.083963	6.743485
632	42.183521	44.583935	40.778267	44.176857	45.238216	45.855732	42.229591	46.349934
633	3.202181	4.34531	2.487819	3.951631	3.676161	2.189256	3.450179	4.038983
634	2.134025	1.754206	1.82436	2.17188	1.977921	1.794331	1.98575	1.668758
635	4.44682	3.280422	1.816838	3.135047	2.445298	1.405409	1.150544	1.950376
636	1.212309	0.800152	1.177481	1.249827	1.238186	0.879978	1.237804	1.169956
637	10.136709	9.678717	9.753594	9.603262	9.646546	9.506249	9.435306	9.256784
638	4.820424	4.068308	3.912779	3.5295	3.831169	5.026253	4.323507	3.380636
639	4.836217	5.106271	5.393337	5.051342	5.318282	5.913074	5.26092	4.348542
640	3.775483	3.644265	3.400919	3.700606	3.551144	3.585837	3.479087	3.86499
641	22.426214	12.721647	10.820659	17.077497	23.350956	12.976554	22.048929	13.729222
642	0.072635	0.220585	0.251621	0.149712	0.212153	0.257747	0.475625	0.120226
643	0.311465	0.484128	0.398812	0.347943	0.605501	0.575036	0.55799	0.458097
644	1.201581	0.684868	2.209518	2.286736	2.418215	2.373283	0.409758	0.885826
645	10.344059	8.322913	10.457996	5.882684	9.318797	9.178584	10.641546	6.595684
646	20.342834	22.825045	21.141691	23.871115	26.292076	13.851056	17.230873	25.55044
647	44.197418	27.353533	41.705166	43.743958	52.863796	38.768158	7.296136	61.699722
648	21.12746	26.368828	26.222097	29.046652	23.579464	23.81102	25.820787	31.142344
649	10.63451	7.971645	10.102597	9.000549	10.833448	9.803403	14.694411	11.96445
650	0.290424	0.384213	0.853141	0.605593	0.743616	0.414398	0.626064	0.833341
651	1.455598	2.344688	2.089883	2.710129	1.743945	2.295454	2.982146	0.605616
652	28.802933	28.189236	29.128361	18.204805	25.620592	30.644411	25.388956	33.587257
653	1.818485	1.785018	2.482034	2.59515	2.041184	2.670953	1.785119	1.73442
654	2.242028	1.193278	1.972811	2.257074	2.191162	2.405079	1.994381	2.279094
655	6.833404	3.267625	3.932724	5.10132	5.319701	7.579652	4.373757	5.645144
656	1.626209	2.130737	2.454232	2.126765	1.603608	2.203402	1.696533	1.979549
657	1.145914	4.828233	4.610711	7.974329	1.909907	8.031739	4.218364	4.929481
658	19.248564	15.756668	18.50296	16.953047	19.224157	17.894081	18.129023	16.518242
659	0.559796	0.702142	0.423499	0.343306	0.514676	0.537879	0.363141	0.647751
660	7.160768	7.193259	7.151093	7.167372	7.202754	7.218278	7.154622	7.178892
661	6.841087	15.296902	8.892074	10.66742	6.537695	13.369636	14.20763	9.741071
662	16.109936	19.665661	20.432251	13.254824	18.69257	12.259892	18.66523	16.199669
