#simf_A001	simf_A002	simf_A003	simf_A004	simf_A005	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005	simf_A001	simf_A003	simf_A004	simf_A005	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005
id	c0r1	c0r2	c0r3	c0r4	c0r5	c0r6	c0r7	i	i	i	c1r1	c1r2	c1r3	c1r4	c1r5	c1r6	c1r7	i	i	i
257	29.771835	9.848876	30.273554	10.744271	10.268295	10.471284	30.212500	29.823477	29.670591	30.476557	9.364952	30.228527	9.528967	9.206311	30.029312	30.889814	29.611336	9.575160	9.779760	10.290526
258	10.097655	10.121327	9.702603	9.496169	29.878607	30.036709	29.799412	10.037381	30.882607	10.220947	9.801130	30.378481	29.789011	9.626871	30.724380	30.028734	29.215107	9.798048	29.753763	9.785063
259	10.019818	10.613335	10.119367	9.811814	29.259493	29.588720	30.744841	9.280799	9.620850	29.853958	29.428738	29.999557	30.825075	9.840379	9.985855	29.459436	29.791786	9.811421	30.477661	9.964960
260	30.070393	10.055496	10.266127	30.299093	10.115707	29.812218	30.041197	9.497357	10.658450	10.258922	29.398008	10.545850	10.153921	29.129883	30.031950	30.399509	9.589005	10.384612	30.101435	29.561506
261	29.586021	9.260042	29.209715	10.430440	10.556564	30.384039	10.139606	9.613042	10.803129	30.129560	9.931976	10.640285	10.067473	9.565677	30.357058	29.774612	29.329987	30.114410	29.847942	29.496162
262	29.269541	9.925258	30.451126	9.727570	9.137374	29.994118	9.858742	30.607662	29.811808	29.758633	9.471085	9.078009	9.801800	10.651813	29.606405	30.355799	30.647038	9.484869	29.481554	10.103416
263	30.015404	30.772614	9.644292	30.774734	10.285721	9.297163	29.655762	29.658665	29.804808	10.184569	10.047082	10.492222	10.800692	29.805946	10.087252	9.440782	29.715250	29.982737	30.721449	9.397770
264	30.435141	9.882913	29.848156	10.641776	30.595430	30.740835	30.733681	10.608201	30.332657	10.685160	30.608583	9.775488	29.247480	9.458851	9.187904	29.950407	10.133029	29.148458	9.979979	9.828761
265	30.360645	29.688936	9.199991	30.250944	29.944633	9.838951	10.856791	9.385987	30.233786	9.162392	30.705633	9.486639	10.714828	29.940641	30.610891	10.283454	30.104969	29.237919	9.410756	10.587068
266	9.513781	9.766349	29.895811	9.375978	29.422232	10.058496	30.490044	29.450289	10.044028	29.952444	30.620005	29.256796	10.139050	9.489662	29.656780	30.199125	9.409929	10.154826	10.534515	30.017870
267	29.597500	30.118765	9.266487	30.209648	30.559034	9.488376	30.414030	29.971539	10.523340	30.719193	10.073750	9.666804	9.409098	30.410038	29.455702	29.909924	9.608264	10.659035	10.214082	10.053634
268	29.930788	30.394957	9.179384	29.074692	30.041103	10.782874	10.275611	10.987899	30.350534	29.555223	30.199301	30.254944	10.428680	10.413784	9.625481	10.214151	9.123089	30.056530	29.995712	10.502469
269	30.765583	30.080225	30.537952	29.501461	29.887077	30.792044	10.321194	10.299663	10.140835	29.768705	29.526661	9.598221	30.117773	30.321318	10.363403	9.198637	10.290441	9.226774	10.167325	9.057748
270	10.216782	9.344915	30.552799	9.965631	9.749817	29.070620	10.179676	29.069002	30.343512	30.490694	10.600214	10.662284	10.366527	30.276669	9.980546	10.392295	30.009756	30.777189	29.762110	30.828255
271	10.542987	9.307684	29.421745	30.320879	30.700499	9.102139	9.698972	29.603031	30.021568	10.201423	30.662560	9.543798	10.530449	30.526600	29.183937	29.855486	10.856921	10.211864	10.431322	30.023619
272	30.399237	30.495590	10.020520	9.607846	10.146882	29.384771	30.527718	9.822597	10.352599	9.230632	30.260008	29.854931	30.831282	9.155600	10.506869	29.821594	10.346234	30.489723	10.367714	29.645845
273	10.292548	30.515167	10.247996	30.483713	9.599645	9.715461	10.008889	9.704209	29.948017	9.945669	29.972174	29.911615	30.651299	10.501794	30.584736	29.561928	29.390745	10.162451	9.328661	29.186977
274	10.279550	9.403256	30.067377	9.207042	30.229914	29.296118	30.185179	30.613543	30.846745	9.426572	10.402976	30.090729	30.132875	9.412006	29.974360	10.232316	30.853605	10.615215	10.278975	9.735342
275	10.085533	10.727053	29.855665	29.608307	9.847232	10.791576	29.994740	10.239408	30.148808	30.744213	30.642191	29.620125	9.726374	10.215575	10.510751	10.702019	29.253445	29.798811	10.359003	29.836050
276	29.848263	30.629400	10.321580	9.933192	29.971289	9.338834	10.208810	9.288531	30.086058	29.577717	9.750266	9.596142	10.318044	29.415075	29.434338	29.925686	9.665425	30.422041	29.942640	10.294149
277	10.310629	30.376656	29.722170	29.618778	9.788541	30.086285	30.028212	9.969074	9.467022	9.722409	30.472269	29.926542	10.971964	9.928016	29.724886	10.698365	29.485779	30.627565	9.617720	9.250656
278	10.508595	29.561777	10.401851	10.244305	9.443490	30.840378	30.158566	29.372206	10.453069	9.932508	30.069963	30.169268	29.667822	9.739664	9.859488	29.724192	29.761026	9.983416	9.437124	30.052074
279	29.718697	9.821533	9.714408	29.896008	30.262419	9.744530	9.869912	30.605450	10.462972	30.424627	9.888908	10.103059	9.325571	30.008234	10.130589	29.225119	10.910680	29.253010	29.581446	29.958996
280	29.989231	29.103910	29.862295	29.771196	10.338502	9.817050	10.459088	30.455637	30.372950	9.381190	29.778370	9.751620	10.399002	9.311272	10.709608	29.651525	29.919323	10.478651	29.740849	9.791321
281	10.496929	29.900965	30.213760	10.691043	10.151087	10.291728	10.663837	30.274130	30.151127	30.456665	10.053390	30.260864	9.604774	29.397434	10.083366	10.284837	30.903276	29.406855	9.870643	29.504402
282	9.587949	29.628939	30.502295	30.503702	29.914249	9.645245	10.653608	29.172245	29.824186	9.143835	29.864956	9.807720	30.490938	9.958242	10.802121	10.446164	9.873524	29.042490	30.714893	10.265885
283	29.609035	9.950796	30.165321	10.044842	30.217760	9.694176	30.150812	10.319333	30.098738	29.725878	29.490145	9.465598	9.483816	10.785975	30.072474	29.719307	29.594536	10.521029	10.294396	10.218884
284	10.993772	9.277782	29.511745	29.736153	29.445288	30.231886	9.501122	9.467037	10.711032	30.051851	30.232660	9.900884	9.949239	10.261514	30.602402	30.488335	9.749770	30.017292	9.848581	30.584429
285	30.357908	29.635775	30.894814	10.266166	29.479849	10.306639	29.697622	10.061968	9.594894	9.735222	29.647751	29.874508	10.074305	10.714421	9.920815	10.291464	30.641605	9.524723	30.748390	30.542482
286	9.174392	30.864254	9.678477	10.174832	10.537548	30.219437	9.117443	29.984640	30.368866	9.579196	10.663319	30.065229	9.803510	9.833591	9.990422	29.060532	30.442287	29.884096	30.049536	30.806372
287	29.964437	30.541994	9.661616	10.024476	29.561726	29.947144	9.569920	9.547234	30.056566	30.250368	30.532074	30.141853	10.593862	29.514433	10.426154	9.713028	10.510429	9.868421	9.442210	29.700281
288	29.615828	10.234935	10.140186	10.561846	9.901803	30.453907	29.197651	9.834536	29.953239	30.089518	10.598067	30.517599	30.338665	29.645578	9.651617	10.047987	30.249073	10.955450	9.323603	29.685354
289	29.878960	30.415499	10.643576	29.853481	10.376037	10.100962	10.660355	29.540039	9.825953	9.173031	10.000934	30.522730	10.777525	9.840815	29.487658	29.303820	10.795838	29.693373	29.925268	30.218088
290	10.252574	29.847454	10.532045	30.251522	30.321091	30.888870	10.490754	9.871696	29.378822	10.354677	30.288013	29.740433	30.245077	29.866898	10.639453	10.280427	10.166586	9.811376	30.637362	9.176256
291	9.967811	30.517769	30.076101	10.053608	10.877055	29.965714	9.064744	10.542698	10.208086	29.824749	9.044317	30.381874	29.557619	30.360390	30.131880	10.301669	30.762510	9.773399	10.499547	29.908253
292	29.309641	30.694820	29.214533	30.338293	29.892611	9.319625	9.401758	9.779871	10.677670	30.150795	9.516642	10.140858	29.165977	9.342726	30.427544	9.506067	29.233635	9.365082	9.205833	30.128193
293	30.637484	9.543553	30.347809	10.040447	10.065240	10.618277	29.090153	9.549780	9.211426	29.388166	10.672956	30.213919	29.103529	9.928101	30.318417	30.492897	29.682453	10.439475	30.089376	10.725394
294	30.198481	29.163715	29.424625	10.663762	10.123941	9.679526	9.426073	30.671364	10.138856	29.308626	29.710615	29.387875	9.442181	10.067826	9.616109	9.569380	10.708385	29.187706	30.372845	29.715210
295	9.966645	29.615013	29.228001	9.080726	29.395451	10.080158	29.562311	9.938439	9.249237	30.575380	10.042895	30.991030	10.016005	9.821741	29.709251	10.086537	10.401753	29.101528	30.652666	30.624546
296	30.665419	10.651122	30.532957	30.112589	9.919665	30.886711	10.286497	30.274445	9.318501	10.531700	9.677677	10.542015	29.471296	29.976427	10.377640	29.498642	29.980499	10.253874	30.395546	10.033819
297	10.694295	29.452744	30.238844	30.053690	9.199550	9.243738	10.219350	10.191260	10.326478	29.843081	9.502926	29.273132	10.275849	9.701195	30.886799	29.095173	30.041824	30.120779	10.532496	30.535250
298	29.505314	29.165001	10.055325	30.066458	29.858412	10.411513	10.672636	10.423418	10.649120	29.518684	10.309795	30.571020	29.733044	9.106545	10.707411	9.984771	29.553354	29.256971	10.476792	29.667980
299	29.668526	30.485413	10.930874	10.413900	29.881472	10.757463	29.497902	30.291809	10.636655	9.411069	30.292740	9.022044	10.149556	10.353489	30.694515	9.375172	29.766039	30.524269	30.466204	10.530473
300	30.823223	29.617121	9.641387	10.433547	30.076675	10.093679	30.484327	9.550148	10.257148	30.377762	10.726113	29.783106	10.582740	30.676329	30.358232	9.875957	30.935328	29.805431	9.469295	9.815077
301	10.165764	29.285465	9.172827	30.221054	30.553431	10.521629	9.128298	9.741879	30.269545	30.265112	30.340590	30.652708	9.621020	9.317245	29.539656	29.905432	10.718061	9.710123	29.714363	10.522936
302	9.986194	29.963598	9.812164	9.150346	29.447668	10.932038	30.451471	9.916698	29.789240	10.646070	9.493338	30.190804	30.743351	30.113173	10.580565	30.039869	9.671982	29.040527	9.943230	30.563318
303	9.204284	9.287202	10.555477	29.546394	9.883370	9.254037	29.782732	10.714406	29.307142	30.445547	30.505539	10.641012	29.590754	30.183735	9.959757	30.021425	30.235189	10.245667	10.373027	30.858353
304	9.506640	30.245888	29.716225	29.577839	30.386583	29.657393	30.013445	29.891251	10.549585	10.555581	10.498898	29.546144	10.383896	30.800932	10.812605	30.708540	9.838102	10.192937	10.063324	9.797274
305	9.228172	29.763332	30.366879	10.223040	29.237249	30.223505	10.057566	10.710999	29.392036	10.516771	10.417095	10.622089	30.125473	29.365538	30.548323	9.188724	10.521380	10.000567	29.384895	30.345242
306	29.148495	9.588047	9.358194	30.680304	30.002705	29.842342	29.623817	9.600547	10.491250	29.201214	9.764913	9.797207	29.563950	30.727503	29.766087	9.955871	29.751911	10.224670	10.884891	9.055196
307	30.969370	29.296522	30.111139	10.977802	30.147009	10.928942	9.359298	30.643736	10.761487	10.564031	30.758036	29.930309	10.143996	9.784120	29.348356	30.211863	10.683848	10.017005	29.725204	9.699026
308	30.687780	10.438260	29.707809	29.696066	10.154170	10.326424	29.502367	9.879004	9.601788	9.824654	29.448011	9.545141	29.950922	29.434822	10.649376	9.327069	29.457756	29.647045	9.121353	30.171078
309	29.453541	9.769350	30.826477	30.040140	9.817732	29.518030	30.695484	30.614378	9.726256	29.569759	9.652525	9.771858	29.533607	9.275981	10.868163	30.437555	30.800014	9.578027	10.533011	10.280792
310	30.380983	9.775625	30.570990	30.254419	9.737039	30.192150	9.252486	9.267691	10.136892	29.492046	9.594270	30.412277	10.605719	29.547268	10.646929	29.997091	29.114140	29.729021	10.503906	9.631561
311	29.967167	9.622282	30.910028	9.440579	9.616194	9.735792	9.604660	30.081663	9.950652	9.740115	29.911329	30.424463	10.800519	10.088621	10.160527	30.237938	30.714996	29.871277	29.690237	30.209858
312	9.612221	9.254545	30.405397	29.430765	30.723215	10.418347	10.224545	9.918639	10.416224	30.444719	29.380882	10.174406	9.969496	30.149837	9.592950	30.781958	29.530550	29.774904	9.923341	30.522163
313	30.123705	30.739428	10.205649	9.429132	30.037575	29.454330	29.289156	29.587696	9.792433	29.679943	9.967035	9.887464	9.357716	29.366508	9.777267	10.112941	29.149311	10.193646	10.976929	29.423712
314	9.893846	30.102854	9.394977	30.012184	10.486815	29.479679	10.289505	30.659859	10.125594	29.114067	10.499650	29.856104	9.957539	10.942430	29.388100	10.106381	29.646378	29.599220	29.723856	9.160595
315	9.892995	29.078438	30.318205	30.097998	29.715221	29.344233	30.580534	29.959265	30.929453	10.000565	30.271240	9.789931	9.666149	9.213162	9.400004	10.289548	10.507141	29.884466	10.034271	10.216017
316	30.092754	29.414162	30.202663	29.937271	10.862705	9.703493	30.071432	10.845986	30.403294	30.102324	10.283731	30.172251	9.431460	29.240917	10.316763	9.096927	10.677931	9.677156	10.413394	29.504980
317	29.404930	10.613119	29.073528	10.574799	9.654797	9.355870	30.521061	9.247118	10.256226	9.392204	10.528176	29.453413	30.863258	30.900066	9.489400	29.228565	29.436375	30.747793	10.146294	30.593647
318	9.462792	10.817159	30.008789	9.801180	30.433575	9.703414	10.188255	29.521801	9.414177	29.477119	30.497549	30.172632	30.202599	9.460923	9.970016	10.746347	10.861094	30.631454	29.132864	30.098913
319	9.905202	29.623735	30.017294	30.064987	29.831343	10.268816	10.265630	9.524389	29.987732	10.441607	30.210999	9.701029	30.614439	30.244663	29.883005	30.746145	9.143649	9.592314	9.856797	10.514921
320	10.155183	10.225712	29.628778	30.211815	9.844761	30.828598	30.098984	10.586784	30.160690	30.942667	29.718897	9.574821	9.200234	10.114796	30.014036	9.063606	29.783012	9.677578	9.908678	30.343525
321	30.661921	10.362397	30.725557	10.724799	30.125263	29.770096	30.186079	9.997270	9.828472	9.324050	30.501711	10.839144	9.630296	29.833559	10.091834	29.415827	10.296422	10.673026	29.948389	30.155697
322	30.621569	9.382530	30.046009	10.415838	9.459217	9.911310	9.490727	9.107481	29.991613	30.568068	10.949604	30.028027	29.788151	10.210431	9.975790	29.614695	30.087589	9.560763	30.718359	30.051979
323	29.216137	30.056950	10.105626	30.290131	30.035582	30.848576	10.208589	30.292150	9.683387	30.306816	10.312343	29.331562	9.983784	9.604291	10.576584	10.370805	29.757374	9.862384	30.286968	10.548910
324	30.278522	10.758073	10.920027	30.724520	10.073557	10.415697	10.215812	10.528411	9.964520	29.970016	29.970850	10.106297	30.083975	29.635534	30.138279	9.800860	29.830185	29.176399	30.730709	9.965217
325	30.597511	10.466869	9.755650	29.544125	10.220614	29.819513	10.094414	30.020880	10.631500	30.418823	9.727621	30.192690	29.745033	10.507605	10.169944	29.108164	29.798115	10.168865	9.278939	30.640059
326	10.752201	29.930172	9.897726	9.767892	9.740383	10.827853	29.801861	29.882486	30.795618	30.156961	30.516546	10.097524	30.039644	10.361346	10.104268	10.175610	9.791104	30.281364	29.588720	30.394520
327	9.869194	30.194387	9.170700	9.926461	29.337975	9.499781	30.917080	10.084805	30.412302	30.322691	30.584778	10.220209	10.091165	9.648386	30.262199	29.905226	29.584461	10.170938	10.629544	30.220629
328	29.636757	10.718131	30.234730	10.737041	29.631054	29.538763	9.926389	30.591713	9.677643	10.734656	30.426868	30.447275	9.752305	10.792016	10.329963	30.702642	10.103558	29.561811	9.844023	29.478647
329	9.474918	10.208230	30.113676	29.206131	30.326941	10.529283	9.500965	9.970969	10.547839	30.235065	10.131667	9.655570	30.226933	10.634609	29.274519	29.913136	9.986141	29.520123	29.998430	30.329365
330	29.721138	10.084867	29.842813	30.510307	29.340044	10.134938	9.330351	29.434811	9.844250	29.576416	30.357885	10.120152	10.108243	29.207268	10.210382	30.613201	10.423967	29.315506	9.768276	9.522707
331	29.317869	30.307369	9.537263	9.113879	9.804712	9.543573	10.663877	30.448248	9.996878	9.118867	30.260983	30.157372	30.073286	30.448938	9.952795	29.203232	30.711523	9.964659	9.743147	30.213701
332	10.541612	10.789045	10.003325	30.206636	9.936654	9.914377	9.142756	29.386936	30.039234	9.972622	29.941940	9.506574	30.008024	9.399521	30.310162	29.728138	30.378952	30.048664	30.330563	10.150857
333	29.927999	9.397283	9.936011	9.392282	29.109863	30.008173	9.622212	29.987856	10.736127	30.769539	10.394122	30.850204	29.402027	9.759437	10.959826	9.912148	9.676630	30.781324	29.653645	29.605059
334	10.690924	9.428845	29.195087	29.614763	29.338831	10.251762	9.831507	9.863383	30.699322	10.226750	9.829346	10.216973	30.389696	29.784252	29.797876	10.245823	30.920485	29.266932	30.272751	9.852462
335	10.011209	30.287594	9.728135	10.159434	30.246979	30.241207	10.929708	30.850191	29.124102	30.421265	30.041443	10.251315	10.809570	10.232138	30.210276	9.836827	10.569472	30.481726	9.850201	29.166542
336	29.533724	29.397200	10.417291	30.125727	30.138599	10.303459	30.189117	29.046587	9.853605	30.534977	10.006127	10.636779	9.706690	10.287652	30.140646	10.866435	29.463871	10.713632	29.706020	9.657781
337	30.404324	29.293186	9.431256	10.464478	29.597548	10.323283	29.600477	29.845947	10.474536	10.544654	29.610636	10.360137	10.292415	9.886346	10.161886	29.894882	9.968754	30.776800	30.015383	30.370070
338	9.707534	30.346378	9.342942	9.881169	10.518496	29.882078	30.353828	9.606117	30.607430	10.289432	29.919622	30.389210	9.457603	29.947920	10.005046	30.478788	30.477007	29.695335	9.935309	9.710600
339	10.224069	30.272871	10.321732	29.671837	30.270369	9.763790	10.625459	29.951097	29.780699	9.434653	10.029434	29.685343	10.621404	30.078794	29.614666	30.390961	29.443689	9.961473	9.192367	9.684852
340	30.451515	10.853351	30.256134	9.079360	29.095100	29.632925	30.626642	9.659978	29.441978	30.145117	30.179012	30.369757	9.655114	29.204733	9.858919	10.546466	10.632957	9.410276	9.771109	9.737733
341	9.507089	30.232208	10.419656	29.072823	29.520338	29.541842	29.903334	10.212816	30.516506	9.618916	9.634387	29.265417	29.559185	30.106619	30.670576	10.037383	10.019953	10.315146	9.738903	9.505150
342	10.661257	30.260624	10.824637	10.739266	30.188046	10.040504	29.583313	29.620628	30.674971	10.424046	10.023330	10.562011	10.398460	10.010664	30.023344	29.711542	9.720751	29.645205	30.008965	30.417921
343	29.498865	29.373030	29.038601	30.390116	9.726831	10.934548	10.973912	9.587492	10.042775	30.240200	30.049932	10.076133	9.843229	29.529882	9.471872	30.366152	30.964445	9.420654	30.898195	9.914815
344	29.740067	10.761910	10.222806	9.654155	10.360286	30.306643	29.908138	9.905917	29.396437	30.971275	10.700406	30.308910	9.310664	29.508703	30.157284	10.287273	9.407955	30.273685	30.466133	9.856679
345	29.160944	10.379967	30.015778	29.899395	10.728023	29.876652	29.976282	29.237085	10.451833	10.176625	9.653092	30.519615	10.485428	10.064030	30.723787	29.405436	30.303183	9.237068	10.501387	9.476933
346	29.961576	10.462015	29.615095	10.892488	10.088213	30.873249	10.021605	9.866498	30.330772	29.363556	10.273485	10.593187	30.388159	30.636318	30.967285	9.609171	29.228605	10.045978	9.177428	29.532732
347	29.984455	29.615227	9.522976	9.504910	10.615823	10.030186	9.725492	10.305924	9.748787	29.803667	9.676905	10.875094	30.373909	29.842480	29.841166	29.555353	30.033590	9.804041	29.928148	30.735039
348	30.838058	30.088987	30.167192	29.545853	10.099776	29.318197	9.455291	10.102223	9.113782	9.872766	30.717262	10.204769	9.613690	10.527292	30.027977	9.511028	10.765612	30.863335	30.506174	30.014408
349	9.880282	10.052258	10.675917	9.222853	30.520214	10.197184	30.230900	30.809219	29.680029	9.754122	9.259235	9.912997	29.618477	30.364475	30.415691	9.124953	30.169922	30.455742	29.800110	10.614015
350	10.763063	30.122549	9.808159	30.905596	9.856248	30.038136	30.320765	10.621684	9.850893	10.117110	29.644207	10.047038	30.128260	10.890414	29.660992	30.468140	30.775600	29.303181	9.271692	9.809858
351	10.146861	30.503319	30.859993	30.354465	29.609528	10.662868	10.186917	10.876278	10.503966	29.575872	9.587258	9.320973	30.855343	10.651946	29.775194	10.486377	9.266273	29.649015	30.450180	29.644888
352	9.331604	10.410758	30.422432	9.098627	29.937607	29.445429	10.054846	9.745187	9.515320	29.885303	9.377373	9.846780	9.709689	30.016071	29.831968	9.731195	29.298611	30.138966	29.689283	30.524450
353	29.879560	10.048831	30.375328	30.731735	9.675710	30.023577	10.068882	9.086222	10.605433	29.527050	9.877947	29.893099	10.526551	10.638412	29.243725	29.783760	10.327041	10.346734	29.267605	29.847120
354	9.171106	29.885710	29.817858	10.901983	9.375184	29.315397	30.333479	29.636618	9.481024	29.463799	30.251539	29.758560	9.326642	30.728403	9.359742	9.607314	30.688290	9.485431	9.186212	10.420275
355	10.487840	29.876076	30.482426	9.327097	29.152964	9.534007	10.495714	10.295134	9.465394	30.338461	30.667135	30.121862	10.092144	30.445267	9.784017	29.764456	9.705548	30.288568	29.959904	9.140738
356	10.516997	10.872741	9.707668	30.037933	29.504444	29.771305	30.521908	30.091282	9.513680	10.410394	30.458071	10.057734	29.139738	30.558722	10.417767	9.952665	10.420669	9.470351	29.441854	30.235029
357	10.586856	9.860192	29.335625	10.045644	9.641732	29.889872	30.482319	9.668035	30.129742	30.570074	29.964262	30.533756	29.806698	30.107407	9.285187	9.792295	9.904352	9.008437	30.864248	10.263888
358	30.101543	29.830618	29.553204	9.989927	30.774761	10.222009	10.032585	9.923286	30.810999	29.710636	10.345998	10.010648	9.459916	9.551924	29.386707	30.450291	10.151428	10.302857	29.373518	30.624290
359	9.500757	29.601023	30.434208	30.760651	9.317380	29.746222	10.175939	9.635717	10.531797	9.707759	10.651539	29.420328	29.757633	30.698309	10.224032	9.280030	29.757563	29.210991	29.775341	9.238549
360	30.399609	9.684995	30.455324	29.853508	10.598861	9.432093	10.816398	9.641534	10.178432	29.932241	29.526194	9.832406	10.603350	29.746328	30.833668	9.867218	29.765570	29.814985	9.433988	29.179752
361	9.122012	9.455919	9.134239	29.966602	29.884958	9.451769	30.948942	10.189345	30.740417	10.248688	30.845299	10.129532	29.325016	30.476334	9.841501	30.354305	10.235829	29.336702	10.443684	29.358795
362	30.071806	29.489857	29.917397	10.137583	9.720702	29.654194	10.094529	29.531944	29.936632	29.918371	9.927374	29.862860	9.915624	29.732737	10.148160	9.710437	29.661491	9.964953	10.475513	10.290836
363	9.392077	9.585001	10.218509	9.942428	30.842813	29.219515	9.238958	30.390245	30.276550	30.689346	29.577089	29.525671	10.895703	30.155603	10.446666	9.295447	29.416395	10.911418	10.264473	30.333042
364	30.079700	10.292295	9.050254	29.702139	9.778990	10.472513	30.339439	29.208590	10.285646	29.443584	10.546965	30.041634	9.829292	30.418255	9.759206	29.762123	30.155907	9.300999	30.259472	10.606828
365	9.315441	29.521097	30.190186	10.384831	10.611504	9.801311	30.595633	29.116966	9.938423	10.393399	10.063662	29.873789	10.461317	29.641066	30.363434	29.513865	10.892841	29.107033	9.243422	30.410069
366	9.272225	9.700248	10.723332	30.207722	30.194437	10.414228	9.959717	9.603675	10.168153	30.396797	29.971821	9.267392	30.241388	10.280272	29.999790	30.684175	30.138603	29.925671	10.219090	30.187012
367	29.308535	29.471062	29.160524	10.543719	10.222370	30.512981	10.557602	10.775085	10.211628	29.970556	9.986474	30.448618	9.475186	10.940289	29.717085	29.725763	29.895557	30.072977	9.966002	10.582198
368	9.482707	30.441343	9.495327	29.383217	9.700441	9.962873	9.801811	29.837564	29.676823	9.647404	10.825699	30.654715	9.577626	30.149353	29.310772	29.469362	9.514668	9.793741	30.271498	29.324501
369	29.199747	30.515110	9.583648	29.590126	29.269838	29.148779	10.468723	29.331367	10.433969	10.706088	10.249362	10.644789	9.996294	29.435524	29.536180	30.106419	9.036886	10.618907	29.188551	10.956882
370	10.374670	10.255856	30.706427	9.449378	30.813187	30.068863	10.354349	29.860781	30.022861	30.201433	9.743152	29.671879	29.917208	9.296126	29.638662	9.683682	30.264311	9.360711	9.123122	9.527057
371	29.615330	29.258709	30.175957	30.106432	29.750763	10.346576	29.854856	10.990396	9.983516	30.175768	10.147343	29.975424	9.730753	10.437233	9.811004	30.761005	9.922121	29.556702	9.777071	9.604012
372	30.550266	9.878618	30.007269	9.727015	9.604399	10.319533	10.292126	9.127567	30.579866	10.886288	29.178923	29.632784	30.423834	30.023727	9.689581	9.461095	30.037407	9.816499	29.370565	29.204473
373	30.273499	10.422894	30.653715	10.946095	10.772870	10.572498	29.691376	29.716599	9.539247	30.397219	10.578065	29.875910	29.340069	29.397915	10.289396	30.009972	30.700930	10.208214	10.818799	9.687708
374	10.311239	29.543869	10.726632	29.851162	29.079000	10.438574	29.099083	9.421587	10.803023	30.331963	29.471861	30.806290	10.073770	9.722082	30.963572	9.199347	30.198524	29.720413	9.255045	9.187846
375	10.158624	30.360506	30.013819	30.501114	30.186729	10.188001	10.554725	9.289668	9.512341	9.736119	30.286852	10.935544	29.942879	10.420534	29.872677	30.687990	10.835199	29.325460	10.194527	29.222553
376	30.661440	9.415740	29.480587	30.187866	29.543386	10.102394	9.309270	29.895483	9.650373	29.277079	10.440479	10.084350	10.032809	29.753662	9.522883	9.829756	29.869772	30.442423	9.480932	29.998480
377	9.523995	29.623596	29.369621	10.300325	30.604055	29.596533	29.669561	29.961283	9.520841	29.716194	30.273525	9.628480	29.468897	9.367339	10.161575	10.383577	9.704319	29.951199	10.590383	10.197698
378	9.497126	29.150558	10.172712	29.608114	29.974920	9.787910	30.525980	30.397886	29.618864	9.507934	30.606714	30.456263	10.521258	10.313121	10.173635	29.682564	10.257576	29.728527	10.684632	10.859772
379	9.598669	29.931612	10.684640	29.780956	10.660686	29.465433	9.851238	30.265686	30.141838	9.223893	9.570443	29.533989	30.456526	30.101269	10.211143	30.590361	10.021233	9.037745	9.583608	30.543344
380	9.949522	29.710779	29.237129	30.568779	10.367618	9.229897	29.822371	10.350007	10.818847	9.916471	10.265457	29.349369	29.689165	29.667784	29.617928	29.907558	30.093121	10.713232	10.960554	9.509399
381	30.487833	30.299498	9.771521	29.750710	9.903122	10.335053	30.383432	9.997832	9.759791	9.508453	10.384022	30.035307	9.854651	10.042653	29.291109	29.574177	30.004696	10.372335	29.310614	29.897850
382	29.242334	29.928047	29.640390	9.225456	9.827649	30.523268	9.843016	30.334621	29.538425	29.455641	10.459117	9.800895	30.659897	9.895999	30.252739	10.345604	30.242418	9.088117	9.873524	9.795100
383	9.449777	9.808682	30.367699	9.611577	10.352575	30.091265	29.722509	9.905190	9.908443	29.779961	9.655549	30.235081	9.720881	30.040283	9.912308	9.450807	30.722364	30.431265	30.930002	30.601147
384	29.683828	29.469387	9.738384	30.363241	10.000613	9.612704	10.461982	30.141615	29.900423	9.903089	10.037342	30.056681	29.303360	9.357496	29.649721	29.557482	9.427032	10.233668	9.780714	29.078142
385	9.958865	30.713453	9.940789	9.774379	30.855133	30.001085	29.856544	9.063847	9.688481	10.083115	30.306074	10.664693	30.347006	30.337749	29.229849	9.437004	9.364384	29.722963	9.738912	30.829197
386	30.360447	10.287542	29.718784	9.364937	9.572375	29.612913	29.563526	9.662048	10.525343	9.747742	10.507512	29.838543	29.235079	9.351349	30.207897	9.690886	30.663244	30.135563	9.744817	30.493013
387	29.979111	29.850250	29.410458	29.977303	10.671862	9.721720	29.333818	10.522572	30.079229	10.177878	10.605357	29.830616	30.478779	30.226341	9.878507	10.089214	29.232994	10.161251	10.182274	9.993971
388	10.202277	30.296186	30.636442	9.555547	9.105817	9.777144	29.709131	9.808032	30.119444	30.475441	30.115393	30.177006	29.679199	9.653508	10.328390	9.991522	30.108053	10.040759	10.065641	30.634142
389	30.313141	29.811548	9.924580	9.193469	10.613391	10.789583	29.964697	10.288269	29.906216	30.266005	29.752850	9.176001	30.867369	10.464791	10.962281	10.193534	10.118274	29.832632	29.441036	29.551321
390	29.777557	9.409554	29.498535	9.516167	9.620669	29.660454	10.583405	10.587283	30.010500	30.152533	10.165998	29.852146	9.611316	29.448946	10.529405	29.912390	29.669792	9.747200	30.585833	10.081968
391	10.370766	10.947230	29.323399	10.147692	29.396835	30.826839	30.428825	9.420489	10.423888	9.641929	30.688093	9.403725	30.662996	29.917034	29.375795	9.967786	30.182693	30.040915	10.095019	10.052487
