#		simf_A001	simf_A002	simf_A003	simf_A004	simf_A005	simf_A006	simf_A007	simf_A008	simf_A009	simf_A010	simf_A011	simf_A012	simf_A013	simf_A014	simf_A015	simf_A016	simf_A017	simf_A018	simf_A019	simf_A020	simf_A021	simf_A022	simf_A023	simf_A024	simf_A025	simf_A026	simf_A027	simf_A028	simf_A029	simf_A030	simf_B001	simf_B002	simf_B003	simf_B004	simf_B005	simf_B006	simf_B007	simf_B008	simf_B009	simf_B010	simf_B011	simf_B012	simf_B013	simf_B014	simf_B015	simf_B016	simf_B017	simf_B018	simf_B019	simf_B020	simf_B021	simf_B022	simf_B023	simf_B024	simf_B025	simf_B026	simf_B027	simf_B028	simf_B029	simf_B030
id	c0r1	c0r2	c0r3	c0r4	c0r5	c0r6	c0r7	c0r8	c0r9	c0r10	c0r11	c0r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	c1r1	c1r2	c1r3	c1r4	c1r5	c1r6	c1r7	c1r8	c1r9	c1r10	c1r11	c1r12	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i	i
1142	8.689379	8.187613	5.641202	6.792004	5.443250	5.576939	4.592459	5.043030	9.344222	8.789088	7.227394	7.544262	8.237613	5.075812	5.773867	4.622999	8.413651	9.767860	9.879356	7.187283	6.961154	7.527512	7.917930	7.196548	7.006890	6.000557	8.259841	8.902692	3.115767	5.076438	7.741271	7.267032	6.758442	7.654112	7.737211	6.487263	3.178488	8.482744	3.170088	7.083011	7.265362	8.325043	6.451684	7.238896	8.877078	9.311774	7.951031	8.086500	8.441319	8.253606	5.084349	8.580904	8.886324	8.044214	11.631701	7.883329	8.768500	4.380030	6.788405	7.108457
1143	19.944054	25.678186	25.866735	30.583586	33.687351	21.984283	34.077782	21.637505	11.225197	25.181137	14.742343	31.461292	28.686316	16.509897	37.615807	34.802078	26.464499	35.433388	23.286436	26.826365	28.573084	37.755096	29.351562	27.292751	31.152517	27.993517	23.861013	34.572304	25.963606	31.944096	12.283789	24.590263	32.301472	13.841353	21.412834	33.324276	31.057915	26.489437	8.940595	19.356604	21.292864	17.297644	32.013309	36.162178	9.852483	26.658730	30.996441	12.222428	37.806229	16.690533	24.068378	24.989479	30.533907	24.176390	29.945372	33.895672	27.257307	24.394087	36.949688	27.641277
1144	35.526131	41.177876	48.203053	43.463001	31.684803	32.244904	30.392097	44.449001	46.111370	57.200958	36.785641	42.506329	45.836502	34.536953	42.270748	65.029579	60.283627	39.406425	55.722790	38.015392	41.836052	44.934845	41.081696	21.036880	61.931103	36.018093	36.404877	43.209568	37.333733	35.771969	52.492191	61.254417	48.758030	44.767757	24.382021	49.151634	54.498665	42.482521	45.929558	27.719475	46.778835	52.691502	54.311840	59.353828	37.565659	55.896950	34.474426	50.209038	48.299450	60.599987	37.231934	62.596428	24.106398	49.198044	50.688313	65.960976	66.037659	50.470158	28.715591	52.797894
1145	32.469616	29.175714	37.170395	34.521881	29.292562	31.479637	35.236610	39.460819	36.240902	35.996723	33.586163	37.660065	41.675728	42.354797	31.344240	33.897312	41.173611	38.341320	32.442921	33.638100	38.013908	33.735588	37.653751	32.985779	35.179996	30.455770	40.094086	36.929417	31.019617	35.325623	40.384312	40.027130	28.645105	35.712635	27.608721	40.043671	37.745911	30.638693	37.728729	34.623531	27.434734	35.212978	36.994595	29.327164	36.609070	29.130981	40.185814	32.539837	28.242558	39.053276	36.249695	39.840668	37.542004	36.230644	32.855450	31.959665	34.573471	41.572937	38.265766	37.794609
1146	12.489310	17.339403	17.960169	15.772537	18.489048	18.981146	16.408068	15.012927	14.790339	13.219193	14.427766	19.520014	18.865669	16.921450	13.201934	15.791187	15.492285	11.282096	19.036749	13.103014	18.311903	17.082281	16.975584	13.967585	18.366533	20.386295	19.439463	13.098462	15.311764	15.955426	18.008123	18.298462	15.114873	17.287560	17.356024	15.781595	11.509365	16.427345	14.833231	18.556387	13.150930	14.877067	15.607733	17.445581	17.574915	13.462812	13.228881	13.186536	16.997547	15.677757	12.570012	18.843546	14.104192	18.918249	18.973761	18.692801	13.589606	11.192401	12.362328	12.748994
1147	12.781303	12.944584	25.671854	18.951994	16.261251	6.486008	26.848595	19.489433	25.128115	15.887118	11.094448	15.916471	11.239638	9.447936	17.373272	26.747728	27.083492	30.759161	23.011940	21.036879	24.236967	25.768805	24.956253	35.645088	25.135002	32.719208	17.451515	32.084167	32.099674	7.489999	25.636976	16.599663	17.530186	17.802481	29.111444	21.954824	32.095501	19.622154	28.162077	21.716862	23.962093	17.382826	27.794014	12.724311	34.624634	11.826997	26.988331	25.882263	10.105995	21.423172	26.389006	22.745316	17.916019	25.062000	25.929926	24.615656	24.504299	17.480680	16.615694	8.554940
1148	59.520412	57.794617	59.884903	57.684921	58.924274	58.876522	57.440968	59.316067	59.267048	57.862064	59.641830	55.686554	54.457092	58.129070	61.957523	61.621727	61.865917	60.713226	56.413013	54.364483	52.915497	60.521626	63.701439	62.879547	54.855244	57.955914	59.874683	55.663841	56.893826	58.788578	56.857353	59.499741	53.865368	60.253719	59.916107	53.842022	59.222454	56.170773	54.383884	62.562378	60.889278	61.015400	54.581104	58.469296	56.834072	55.680126	52.187252	58.721416	58.208988	60.957272	58.800804	55.110020	62.619209	60.725899	60.383915	62.185772	57.860386	60.863480	54.644020	57.315083
1149	30.727673	41.377972	37.222683	28.365501	33.857494	35.247528	38.494747	38.041191	32.924519	32.316406	32.783573	33.597149	32.337132	35.337837	35.403133	27.750275	26.486885	34.214844	24.626400	28.567686	33.604485	29.550426	35.435375	38.271889	36.614849	31.461946	35.489918	26.350882	44.428829	24.552454	34.928886	36.465626	31.086044	35.415497	30.287937	36.647194	39.115467	43.288971	29.127752	36.169262	41.743591	39.286068	36.480492	40.383701	36.561565	35.826225	25.087015	33.952641	27.757189	35.312157	37.717205	27.617662	36.713776	34.461826	36.805656	33.571766	35.315479	37.846767	31.449356	31.150587
1150	43.668190	12.645155	8.187334	18.108154	59.502483	51.530567	51.378136	43.254341	6.833827	26.739975	40.929226	20.877665	25.947893	1.790664	35.731014	13.918934	40.166004	2.850462	44.372032	38.964695	39.628895	27.963949	36.228497	27.870359	26.204216	39.693058	58.820183	32.691757	24.801498	58.876850	43.286213	20.415062	29.449461	40.535053	3.340689	46.088806	61.031189	19.782160	35.671204	30.752491	19.166990	30.511124	21.882788	24.560249	19.764069	23.116428	57.210884	6.602076	59.776337	6.105372	36.804405	13.291697	57.557537	16.438080	44.913559	56.793697	48.244781	26.356506	20.122707	42.056667
1151	17.952173	15.791946	15.726543	15.664462	16.629166	15.294114	12.170759	14.738341	16.244940	17.090164	15.778563	15.921272	16.419542	15.739840	14.994026	15.367841	15.750610	16.005175	16.887421	14.850775	15.326842	15.564280	13.913062	17.024452	13.349354	17.447508	14.713820	15.658014	14.714871	12.846628	14.758299	16.096735	12.616896	15.895499	15.546514	15.401472	14.818308	18.005424	16.227732	15.457262	15.848309	14.542092	15.154213	16.248482	16.544714	14.593884	14.859915	15.730672	15.346363	14.593421	16.383839	12.478306	15.739132	14.156710	16.414335	16.324213	15.883290	14.124976	15.261817	13.801542
1152	1.400173	1.713597	1.535220	1.905437	1.533682	1.381483	1.864601	1.478354	1.428033	1.556759	1.358039	1.774672	1.567922	2.221569	1.404108	1.722308	2.023543	1.857523	1.610792	1.556653	1.497912	1.488830	1.595986	1.855350	1.580468	1.415925	2.013044	2.061541	1.779621	1.616704	1.453529	1.778457	1.814063	1.337010	1.658305	1.073449	1.584644	1.946948	1.346838	1.497900	1.839425	1.198082	1.737140	2.198579	1.761749	2.333776	1.470515	1.912453	1.711226	1.575171	1.783763	1.434324	1.670484	1.588005	1.564039	1.346291	1.899898	1.646338	1.736130	1.410916
1153	9.684175	9.851851	9.543138	9.788473	9.788990	9.854376	9.337182	9.322125	9.861788	9.278470	9.824874	9.851804	9.522558	9.864818	9.836580	9.832599	9.460897	9.756697	9.855332	9.851627	9.800355	9.864730	9.562090	9.438192	9.690989	9.591847	9.574231	9.613205	9.765055	9.376150	9.445391	9.548836	9.481043	9.676220	9.523686	9.796095	9.863406	9.703296	9.710178	9.567417	9.494170	9.398449	9.766032	9.783278	9.858165	9.769874	9.814064	9.483656	9.629314	9.766845	9.805065	9.862762	9.696107	9.859512	9.769842	9.637897	9.778537	9.740073	9.417632	9.779490
1154	8.511775	11.023664	10.543226	10.852207	10.352016	10.000919	10.801629	11.611348	12.425212	8.095545	9.611853	12.389971	11.580683	10.856135	10.373024	11.034170	10.384477	9.027860	11.180243	10.800765	8.281278	9.332850	7.198330	8.046084	9.282240	11.364347	10.898821	9.829679	10.588388	11.126903	9.591900	9.388800	9.572861	9.172415	10.884066	9.358866	8.489408	10.346525	9.405446	10.021623	9.937031	9.288222	12.051674	11.383901	8.277677	11.365189	8.864038	9.997686	8.833401	10.790047	12.110334	8.102053	8.340423	11.324441	9.512475	11.410333	10.913339	7.364123	9.714398	8.321191
1155	41.893311	36.854198	16.762032	31.520243	28.982964	35.638622	24.394253	38.905151	39.997204	32.216381	36.186020	29.428083	17.156090	15.783082	26.978947	33.977108	42.944248	15.849138	41.292671	39.600285	43.616169	33.629154	42.377007	18.518744	41.209549	41.574955	39.709541	27.675795	26.588949	21.591988	19.374992	37.061367	34.011902	35.110832	33.662712	29.547369	33.605766	20.573032	29.723957	15.457312	41.758030	16.905205	24.862806	32.776863	26.717272	41.720470	37.281578	24.569407	20.570263	30.610233	30.683258	33.625919	36.890965	30.000380	19.607410	43.315796	17.138363	30.516088	19.484554	30.199156
1156	29.551062	27.778570	26.779486	28.270887	31.405634	27.486004	27.110798	28.658304	28.233114	30.817640	30.359035	27.294788	28.787340	27.302656	27.798458	26.581942	29.522329	27.000402	27.827997	30.286150	27.977335	28.452301	29.008471	26.637680	30.556543	30.708569	29.686045	31.052536	27.667192	26.561596	30.922173	30.153725	30.764797	26.331909	27.562677	25.162434	26.514256	31.297220	28.917250	28.617855	28.600437	27.209265	30.638720	30.827339	30.114470	29.895821	27.177610	27.981932	28.773056	25.816587	28.494457	27.242779	27.469563	27.673670	27.924225	31.104023	30.196180	28.295267	28.490065	29.369061
1157	5.058788	2.939819	6.125576	5.102860	6.417987	5.316611	4.958959	4.103808	5.909499	7.465738	5.400589	7.038985	4.098322	4.265334	6.670759	4.567775	8.595588	6.964856	3.931548	1.699782	8.203867	7.230273	8.939170	6.435458	2.561180	9.059872	8.622502	3.231050	3.351031	5.497898	5.978890	8.491582	7.722528	6.969455	5.188138	5.128124	4.592488	6.348037	9.223936	7.444263	7.738049	8.817862	5.023522	7.824889	7.827283	6.387817	7.296141	7.600691	8.516437	4.313036	5.701893	2.646137	4.660508	5.979979	8.343850	3.890065	6.226297	8.037805	3.624974	7.482818
1158	6.370069	5.951462	8.309707	6.166743	7.746351	7.720024	6.908736	6.903484	6.009756	7.241708	4.926398	8.732516	7.384562	5.269848	7.163966	7.300705	7.934914	5.653392	6.589421	7.174197	6.874623	6.046210	7.315740	7.498228	5.320412	8.148874	6.435854	8.006749	6.922565	6.679118	7.086215	4.232699	4.851727	6.039979	6.889357	4.691373	7.883406	5.228628	3.968907	7.434958	4.806841	8.374699	7.757109	7.090852	9.030705	6.370713	6.319731	7.257762	7.668469	7.817233	7.085222	5.454127	6.892701	8.145359	6.859306	5.231878	5.950347	6.414972	6.040259	6.676189
1159	20.433102	28.759310	17.638157	26.998798	24.566404	24.406458	23.578861	16.613142	10.127103	21.560432	20.209347	18.711592	27.054644	39.486301	29.060062	38.583755	22.096691	30.972301	29.350746	26.380934	14.828018	29.727446	19.523739	19.604197	18.226227	20.035130	28.347670	31.103834	33.884220	30.206718	24.921041	27.684042	18.335194	17.621771	28.910295	27.993856	24.079220	37.692257	17.543180	15.483749	28.555304	16.401150	27.635489	29.853991	33.153339	23.538666	18.962429	24.996923	31.284101	19.152203	21.930298	26.989206	23.936338	24.576378	26.145998	21.968012	30.313604	29.228544	36.699425	21.557613
1160	3.490991	2.912004	2.882219	4.048229	2.740515	3.556803	2.127539	2.131344	3.551425	3.168419	2.129134	3.368829	2.300210	2.616961	3.894435	3.251998	2.025090	3.426249	3.812428	3.542980	2.151685	2.343568	3.286537	3.280756	3.625303	3.345151	2.856521	3.265601	3.722593	3.341613	3.839877	2.447888	2.989294	3.596259	2.833287	2.220398	3.271592	2.268767	3.704996	3.246724	2.875719	2.658372	2.699014	2.148977	3.867881	2.671023	2.960693	2.094977	3.084353	2.316671	2.459464	3.775940	3.277854	2.517414	2.490897	2.707469	2.960561	2.852307	2.307635	4.001212
1161	4.234449	10.025547	4.340422	8.023401	4.134540	8.156093	2.827069	2.293413	3.148124	7.138741	6.470901	10.344511	3.143325	3.742049	9.304307	7.864147	6.986246	7.791051	4.128209	3.198693	3.345738	4.453569	11.256815	3.316422	3.743674	3.358011	8.108133	10.236258	4.796771	6.283836	3.505671	6.232079	12.030829	4.818496	2.296594	1.449499	5.547406	10.082593	3.972376	6.280728	6.700732	6.818521	8.521597	10.280054	9.764915	1.755606	3.604355	3.203866	3.094749	1.725744	10.448632	10.464896	1.218350	2.667351	1.634745	4.729103	5.361588	3.186001	1.509370	5.819356
1162	34.264103	24.802031	31.820129	38.056999	49.953728	24.660183	57.846745	17.111452	39.867142	61.652996	21.547840	35.327480	32.026215	37.876514	42.939114	53.574780	26.906874	34.138634	37.702972	59.092655	48.613083	33.426105	56.518524	51.641495	53.320084	29.558121	52.098434	30.290564	37.093407	51.935074	26.547024	63.658997	38.582748	54.826851	50.360683	43.331509	47.929321	49.861137	56.448757	29.251675	64.276749	29.891357	24.428783	20.173389	51.861080	24.463099	65.056526	19.713253	47.624317	57.815655	18.059757	64.029312	52.364944	51.375481	54.429253	21.380280	22.935898	21.206150	45.927845	59.689053
1163	48.429249	37.430672	41.882759	48.894817	37.327286	55.317207	39.676071	41.447044	46.790386	40.991611	43.440727	54.988438	49.730724	46.520123	39.401432	40.342186	36.572353	45.066437	50.480942	33.713249	39.048256	34.813366	39.381172	30.429039	45.484303	40.872704	43.059269	57.583607	51.491276	52.246452	47.558323	45.930126	54.811066	48.147594	48.941322	50.599720	46.845078	47.182785	53.234932	41.902737	49.131851	38.937305	46.161480	50.852039	54.161327	48.213028	41.605106	32.847980	42.869038	37.515419	42.268997	54.874866	59.561481	47.591908	50.059200	50.192638	50.213776	63.178604	40.248173	44.611496
1164	16.196196	17.092834	19.546463	17.175339	12.331810	18.077482	15.514419	19.245403	15.899348	16.754808	17.131369	17.124218	18.784319	16.892538	12.890286	13.074710	12.643443	12.471011	14.694003	10.505854	8.878455	13.349428	12.743546	11.155343	11.185122	18.054583	15.779241	13.365483	11.327836	13.109182	17.141197	18.020073	15.301673	12.001244	14.731133	9.865358	17.564960	15.396032	14.053503	17.738398	11.986325	13.980938	10.816932	11.555593	12.728484	19.161005	11.702371	17.430799	10.202495	18.054800	11.439906	8.440051	10.883297	13.035879	17.451891	11.931147	12.011922	16.773096	10.667837	16.151630
1165	4.856898	5.783287	14.651794	12.535547	3.508592	12.959096	4.538684	7.583969	3.934247	17.973957	2.025541	3.779203	3.354510	12.179606	8.338531	4.049205	1.736349	12.382837	11.020186	12.076132	2.051110	10.775308	4.447740	1.848359	8.599147	8.822099	5.204139	3.452977	10.264144	1.547006	7.491273	9.475184	7.405040	2.361341	3.347692	2.599374	1.882943	3.648185	5.635264	2.194127	4.071951	1.394337	7.652031	8.290883	4.887613	7.599189	6.535113	16.186411	5.807912	12.651718	5.155309	3.199563	14.000338	11.182835	9.420816	5.023198	2.198414	2.835404	11.506344	6.098588
1166	21.197893	15.385903	16.090260	16.026476	18.823252	14.105599	19.108818	13.036397	21.191149	15.645030	16.344360	14.096152	16.161222	14.691484	18.587730	17.105757	18.643297	14.562531	17.979137	20.166689	16.285046	14.030504	15.432425	13.047462	18.210157	20.207121	15.620639	18.660055	18.141430	14.874510	15.155845	17.182711	14.194764	16.849020	16.560383	19.322969	18.620897	16.028036	15.338455	20.692406	18.519009	14.881516	13.296880	17.294024	17.837950	16.797886	14.882632	16.682980	16.725805	16.704754	16.089926	12.547787	17.390675	13.526424	17.325842	14.227954	14.525975	18.295494	17.910620	15.851247
1167	5.126655	9.726336	8.141089	10.259779	9.234695	7.251427	6.017390	7.264451	6.601730	10.376571	7.558575	4.816395	8.091816	8.130553	9.678582	6.449977	7.086112	9.083007	6.679541	8.394576	3.778512	9.601458	8.720782	7.908708	6.525774	9.420729	5.728959	10.068941	8.823690	9.425769	8.579597	8.232278	5.404029	6.315022	6.735876	7.932801	10.255562	6.002535	8.847663	5.004345	10.353854	6.962748	9.478324	10.072016	5.996110	10.665559	8.406067	8.854103	9.969268	8.524680	8.209575	9.177497	9.131424	7.466209	9.902683	6.772388	8.225591	7.210912	9.220847	9.130640
1168	35.297970	37.853996	32.487679	37.367634	34.734631	27.012835	45.705219	42.674408	43.333015	45.934563	41.469471	43.158421	43.834141	42.557888	41.837940	45.572357	32.691681	37.462528	44.871052	31.452101	41.232880	38.758892	40.686977	45.942352	35.271248	38.274651	44.201488	29.851528	43.870579	25.844109	31.451401	32.784554	34.874115	44.151073	27.931076	37.459911	27.763557	33.829910	46.516731	23.143476	40.579433	41.263149	36.125416	42.668480	33.523338	39.374039	36.329601	42.183041	30.294672	45.792820	38.360531	40.673897	38.325951	40.504253	34.247398	37.461983	42.283588	43.602436	37.614540	30.440674
1169	98.085625	97.847321	46.955421	53.064098	77.067116	92.315102	9.133567	41.422173	48.434620	60.807796	97.243164	83.658707	86.714325	23.257284	50.590794	85.202370	99.600471	97.272774	83.386864	39.798370	84.778503	102.687401	23.263611	72.506577	90.619446	83.467400	100.502617	70.481613	101.476303	62.388222	96.668358	64.923012	102.148994	93.065788	102.242020	95.762642	101.735542	43.821644	69.637711	102.495262	84.300629	85.918671	50.915234	96.827339	71.276848	13.026423	78.992912	98.482574	95.432045	83.446701	36.919533	99.477631	85.839355	71.126419	101.288345	94.554955	100.753639	15.201509	78.236984	63.487988
1170	0.416521	0.444694	0.336171	0.472700	0.498683	0.457300	0.420154	0.438501	0.476070	0.485712	0.485348	0.492315	0.488243	0.489387	0.509544	0.359993	0.480491	0.451450	0.504189	0.445370	0.463258	0.431134	0.488656	0.460198	0.421242	0.496863	0.418014	0.437052	0.344756	0.496190	0.464365	0.464375	0.475034	0.485500	0.435198	0.455698	0.460052	0.423353	0.489091	0.434621	0.410182	0.478599	0.426895	0.365768	0.383018	0.416779	0.502274	0.390717	0.490160	0.467563	0.390100	0.513225	0.496544	0.404111	0.473881	0.485721	0.437791	0.462228	0.410434	0.512503
1171	5.732587	5.747966	5.727998	5.858758	5.795591	5.780307	5.722060	5.976282	5.929505	5.714054	5.783769	5.878394	5.731831	5.759094	6.026373	5.855747	6.090645	5.878097	5.722129	5.698880	5.889143	5.939806	5.817108	5.955217	5.794491	5.904364	5.787379	5.964221	5.806386	5.777310	5.760609	5.872082	5.820951	5.849481	5.862307	5.777121	5.861905	5.720047	5.926416	5.763110	5.821263	5.865795	5.997078	5.869841	5.761215	5.888841	5.716737	5.796507	5.751134	5.858331	5.841455	6.026510	5.862319	5.833378	5.970653	5.823995	5.694526	5.912373	5.747838	5.810225
1172	1.500462	1.381297	1.505727	1.587406	1.442568	1.480110	1.405734	1.588393	1.473110	1.520151	1.513113	1.593336	1.461622	1.339149	1.604186	1.358060	1.337018	1.527420	1.397461	1.660197	1.524754	1.506199	1.423304	1.588437	1.621173	1.503404	1.503958	1.514784	1.416343	1.370762	1.369855	1.404596	1.448074	1.552935	1.590141	1.481795	1.449420	1.556403	1.345809	1.656900	1.408861	1.432332	1.622487	1.311636	1.538294	1.520979	1.581422	1.654164	1.621962	1.528562	1.542937	1.608344	1.584421	1.609189	1.622151	1.516921	1.578909	1.654025	1.547151	1.486239
1173	24.385935	25.599676	28.050295	20.520145	24.120981	29.451185	26.174877	27.988012	30.311441	27.021095	30.801678	30.651424	30.127153	30.275709	26.129179	30.020073	10.561820	18.331274	25.932547	31.335180	30.874485	19.039574	22.568640	31.908768	27.956680	14.868247	28.194960	26.081766	25.180998	27.456043	26.788174	21.450979	27.372904	28.402098	28.246365	26.989782	28.363989	28.560040	12.067028	29.593681	28.474747	29.794458	23.348822	13.742721	30.970772	30.538004	29.778460	30.842440	21.045408	2.914148	29.377924	27.329321	32.395973	26.462294	29.489927	17.218332	13.543782	21.220335	24.795855	21.415001
1174	19.745754	19.254822	20.930775	21.336039	20.596521	22.019110	19.717979	18.334391	21.454630	16.589008	21.174347	20.863194	20.816616	23.440184	20.112801	23.306435	21.125174	24.462458	20.090523	21.474430	20.907200	18.681391	17.509605	20.431288	17.559137	18.754429	20.319849	20.072113	24.400354	20.705744	20.119837	18.276070	19.847771	18.797960	19.704918	21.090628	23.642181	18.635248	18.981331	20.113678	23.157944	20.660429	17.041800	20.953096	19.853479	19.823549	22.538542	21.861290	22.372601	19.921942	20.495810	19.149420	19.904856	23.180630	18.837318	19.199196	21.295265	21.662413	21.435223	19.563969
1175	41.787457	16.942049	22.860964	7.523797	27.197643	21.102364	18.964453	42.354797	29.296358	30.975838	43.991615	43.441105	19.607330	10.321075	20.859163	20.708689	26.060154	30.565329	32.077557	13.863029	14.715482	16.035128	34.972450	23.349161	23.262133	38.005947	30.356762	36.435539	5.983356	21.620543	33.452106	28.801355	31.203243	20.924656	31.483845	32.410934	28.695940	42.783325	16.252285	17.357059	19.859848	31.795954	41.493038	22.925261	30.260614	38.313141	38.851288	25.642151	16.632458	37.157475	43.801186	28.631783	20.789467	29.079115	12.160926	20.615000	41.230515	24.928699	29.433033	36.799236
1176	32.105175	20.446270	30.730515	14.887002	37.858288	27.059500	16.772961	32.857395	38.215099	29.486620	16.853586	9.434594	30.592232	41.491642	48.132282	29.019783	30.097137	27.572412	42.778660	37.037140	44.019718	31.521828	22.915152	37.343613	32.137383	31.644238	39.853676	26.408810	34.513321	21.986334	32.315651	27.417620	40.550385	34.670723	36.224602	25.375797	37.027760	33.259914	44.632141	24.387501	38.773640	51.663307	42.901508	33.560764	23.481636	33.257580	37.549088	39.887955	26.417625	38.645645	31.912106	27.973309	19.628473	35.247894	34.164349	33.779484	31.858881	42.702267	39.489784	20.919708
1177	42.037128	24.514627	35.801228	34.427120	39.648918	50.891418	34.519005	43.460384	35.624294	35.565033	29.092525	38.121277	28.613039	32.638111	44.591679	55.708160	33.185951	64.641037	34.522778	32.378056	29.763523	34.182999	42.911880	57.281364	37.528717	28.960627	43.138271	26.805832	34.846718	32.493202	36.265621	38.041264	32.165421	33.824574	41.154987	30.661638	54.607460	37.097305	35.384468	38.823811	28.846327	29.189922	57.125370	51.574734	33.635181	40.087215	40.450035	37.162121	52.915546	40.524540	31.408367	26.019331	28.966915	26.989174	45.090313	32.232533	33.277798	34.680904	29.471294	28.666880
1178	5.234009	4.106925	4.454710	4.879010	5.504992	4.679331	5.378755	5.670928	3.224481	5.002153	4.062474	4.405877	5.718402	5.777977	2.938357	4.943397	3.778216	5.766501	5.733750	4.331096	4.881757	5.177968	4.641305	4.576011	5.339830	5.767387	4.825674	4.438056	5.311589	4.782831	5.158772	4.383271	4.880904	2.794813	5.766887	5.785609	5.766423	5.637568	5.774197	4.163129	4.931249	4.950683	5.264283	5.666448	5.601342	5.349819	4.270879	4.956807	5.457978	4.825573	5.376820	5.720050	3.438117	4.832289	4.974850	5.499464	5.716586	3.701185	4.453754	5.400378
1179	3.566734	3.803137	3.532709	4.399807	4.210419	3.925077	2.442679	4.526365	5.188436	4.278484	2.971098	2.634614	3.447398	3.658542	3.780016	4.193679	2.148466	5.447227	4.215599	2.865244	1.793880	4.726432	1.878898	3.527432	4.932412	2.441900	3.149611	2.933950	3.808386	4.288876	3.279685	3.626661	4.557861	5.659538	2.770237	4.836030	2.288440	4.047425	4.422125	3.349639	4.278913	2.326893	4.228384	2.353677	5.200067	3.887532	4.023183	3.703228	3.262293	3.999019	2.119527	5.444582	4.602926	5.052638	3.424339	4.774943	3.873079	3.834469	2.428747	5.663556
1180	16.267208	17.153809	23.497650	21.974110	17.392536	23.047930	16.730320	18.330227	22.720915	24.202660	19.743353	20.276819	22.624401	24.611273	16.142595	21.716993	20.091078	18.097113	22.919544	18.816755	24.309040	19.707148	17.211487	23.469238	21.571602	16.493732	22.734926	15.895146	21.526522	19.815516	19.891617	23.129463	18.998785	20.319159	20.298920	24.647650	19.130400	23.242321	19.943947	21.573408	20.628416	21.991859	24.046757	13.487577	24.013735	23.899488	19.218910	20.143850	22.545576	22.002609	19.000740	19.779673	22.262222	21.192753	23.976526	23.931984	23.831711	24.880539	18.668755	23.601748
1181	5.133411	4.225765	2.387585	5.372708	6.354677	5.257017	2.383959	4.564996	7.256883	6.496988	5.611452	5.187250	4.767160	1.974678	6.482739	5.853601	6.720074	2.688979	4.915159	5.927094	5.361825	6.267912	5.064198	6.154569	4.711738	1.751436	4.079962	5.771597	3.908324	4.917921	2.959396	1.552279	4.486822	2.836612	6.291599	6.304880	5.931750	4.776571	6.476341	6.746062	5.168799	6.839024	5.551761	6.158157	5.537961	3.558069	2.010401	4.502174	6.299870	4.592641	3.274765	3.684550	5.714046	5.049873	6.447251	6.130260	5.912668	5.050467	5.721190	5.524241
1182	0.559526	0.702073	0.718017	0.638289	0.579128	0.728398	0.750323	0.704059	0.735616	0.679580	0.583098	0.685336	0.719445	0.651080	0.651454	0.693259	0.659922	0.781258	0.582745	0.607369	0.710231	0.688789	0.656432	0.651892	0.556429	0.773169	0.632559	0.743508	0.585400	0.654130	0.600439	0.557743	0.714115	0.588079	0.789727	0.624732	0.617470	0.702707	0.625299	0.699733	0.678794	0.558734	0.635854	0.699880	0.691879	0.654611	0.646270	0.682343	0.707734	0.658151	0.563895	0.550616	0.693344	0.626624	0.657409	0.635280	0.626694	0.551774	0.679607	0.639517
1183	7.592556	7.004572	7.091794	6.940386	6.844458	6.643189	6.516230	6.934007	7.235645	6.959125	7.153930	6.838481	7.395614	7.299445	7.120472	6.982083	6.714269	7.094385	6.966208	6.961672	6.403506	7.347572	6.508118	7.067223	7.469338	7.464789	7.646272	7.459608	6.643539	7.236961	6.540168	7.565623	6.684335	6.910096	7.184411	7.352944	7.000121	7.142971	7.130051	7.214233	6.763945	7.415906	6.797772	6.774597	7.061329	7.077931	7.714863	6.958344	7.546589	6.325112	7.633914	6.713367	7.487934	6.734745	6.698742	6.776942	6.699733	7.840792	6.278500	7.448856
1184	0.668610	0.703627	0.707836	0.671291	0.617452	0.726518	0.631334	0.720759	0.725235	0.667043	0.613910	0.693792	0.657503	0.701563	0.714381	0.717199	0.678781	0.749176	0.680307	0.672334	0.783206	0.712512	0.660398	0.763850	0.604597	0.598131	0.619305	0.754403	0.752743	0.652007	0.628730	0.672760	0.744501	0.658399	0.788568	0.602330	0.721031	0.732610	0.637818	0.694532	0.787902	0.690040	0.575724	0.755938	0.764163	0.616294	0.709808	0.756167	0.582997	0.689745	0.667551	0.703025	0.769072	0.766536	0.765458	0.664732	0.579324	0.794291	0.737962	0.615875
1185	6.096090	3.623305	4.547256	5.888859	5.604769	3.191437	3.721454	6.104115	4.745350	4.835795	4.647116	5.055017	3.578974	4.445601	5.121084	2.954601	6.074667	5.592056	3.718856	6.209184	3.927766	6.778963	4.173850	4.194098	3.865968	5.847993	4.342962	5.722193	4.664520	1.946414	5.916493	6.355045	2.871520	2.774367	4.707723	5.639795	5.189633	3.129341	5.892854	4.464302	5.632853	5.209822	4.588617	4.065615	4.561672	6.684264	4.450049	3.345679	2.376951	4.351205	5.743244	4.907112	3.157395	5.345417	4.271272	3.972030	6.610306	2.634717	3.792502	2.357769
